-19.5	2100	0
-19.5	2300	0
-19.5	2500	0
-19.5	2700	0
-19.5	2900	0
-19.5	3100	0
-19.5	3300	0
-19.5	3500	0
-19.5	3700	0
-19.5	3900	0
-19.5	4100	0
-19.5	4300	0
-19.5	4500	0
-19.5	4700	0
-19.5	4900	0
-19.5	5100	0
-19.5	5300	0
-19.5	5500	0
-19.5	5700	0
-19.5	5900	0
-19.5	6100	0
-19.5	6300	0
-19.5	6500	0
-19.5	6700	0
-19.5	6900	0
-19.5	7100	0
-19.5	7300	0
-19.5	7500	0
-19.5	7700	0
-19.5	7900	0
-19.5	8100	0
-19.5	8300	0
-19.5	8500	0
-19.5	8700	0
-19.5	8900	0
-19.5	9100	0
-18.5	2100	0
-18.5	2300	0
-18.5	2500	0
-18.5	2700	0
-18.5	2900	0
-18.5	3100	0
-18.5	3300	0
-18.5	3500	0
-18.5	3700	0
-18.5	3900	0
-18.5	4100	0
-18.5	4300	0
-18.5	4500	0
-18.5	4700	0
-18.5	4900	0
-18.5	5100	0
-18.5	5300	0
-18.5	5500	0
-18.5	5700	0
-18.5	5900	0
-18.5	6100	0
-18.5	6300	0
-18.5	6500	0
-18.5	6700	0
-18.5	6900	0
-18.5	7100	0
-18.5	7300	0
-18.5	7500	0
-18.5	7700	0
-18.5	7900	0
-18.5	8100	0
-18.5	8300	0
-18.5	8500	0
-18.5	8700	0
-18.5	8900	0
-18.5	9100	0
-17.5	2100	0
-17.5	2300	0
-17.5	2500	0
-17.5	2700	0
-17.5	2900	0
-17.5	3100	0
-17.5	3300	0
-17.5	3500	0
-17.5	3700	0
-17.5	3900	0
-17.5	4100	0
-17.5	4300	0
-17.5	4500	0
-17.5	4700	0
-17.5	4900	0
-17.5	5100	0
-17.5	5300	0
-17.5	5500	0
-17.5	5700	0
-17.5	5900	0
-17.5	6100	0
-17.5	6300	0
-17.5	6500	0
-17.5	6700	0
-17.5	6900	0
-17.5	7100	0
-17.5	7300	0
-17.5	7500	0
-17.5	7700	0
-17.5	7900	0
-17.5	8100	0
-17.5	8300	0
-17.5	8500	0
-17.5	8700	0
-17.5	8900	0
-17.5	9100	0
-16.5	2100	0
-16.5	2300	0
-16.5	2500	0
-16.5	2700	0
-16.5	2900	0
-16.5	3100	0
-16.5	3300	0
-16.5	3500	0
-16.5	3700	0
-16.5	3900	0
-16.5	4100	0
-16.5	4300	0
-16.5	4500	0
-16.5	4700	0
-16.5	4900	0
-16.5	5100	0
-16.5	5300	0
-16.5	5500	0
-16.5	5700	0
-16.5	5900	0
-16.5	6100	0
-16.5	6300	0
-16.5	6500	0
-16.5	6700	0
-16.5	6900	0
-16.5	7100	0
-16.5	7300	0
-16.5	7500	0
-16.5	7700	0
-16.5	7900	0
-16.5	8100	0
-16.5	8300	0
-16.5	8500	0
-16.5	8700	0
-16.5	8900	0
-16.5	9100	0
-15.5	2100	0
-15.5	2300	0
-15.5	2500	0
-15.5	2700	0
-15.5	2900	0
-15.5	3100	0
-15.5	3300	0
-15.5	3500	0
-15.5	3700	0
-15.5	3900	0
-15.5	4100	0
-15.5	4300	0
-15.5	4500	0
-15.5	4700	0
-15.5	4900	0
-15.5	5100	0
-15.5	5300	0
-15.5	5500	0
-15.5	5700	0
-15.5	5900	0
-15.5	6100	0
-15.5	6300	0
-15.5	6500	0
-15.5	6700	0
-15.5	6900	0
-15.5	7100	0
-15.5	7300	0
-15.5	7500	0
-15.5	7700	0
-15.5	7900	0
-15.5	8100	0
-15.5	8300	0
-15.5	8500	0
-15.5	8700	0
-15.5	8900	0
-15.5	9100	0
-14.5	2100	0
-14.5	2300	0
-14.5	2500	0
-14.5	2700	0
-14.5	2900	0
-14.5	3100	0
-14.5	3300	0
-14.5	3500	0
-14.5	3700	0
-14.5	3900	0
-14.5	4100	0
-14.5	4300	0
-14.5	4500	0
-14.5	4700	0
-14.5	4900	0
-14.5	5100	0
-14.5	5300	0
-14.5	5500	0
-14.5	5700	0
-14.5	5900	0
-14.5	6100	0
-14.5	6300	0
-14.5	6500	0
-14.5	6700	0
-14.5	6900	0
-14.5	7100	0
-14.5	7300	0
-14.5	7500	0
-14.5	7700	0
-14.5	7900	0
-14.5	8100	0
-14.5	8300	0
-14.5	8500	0
-14.5	8700	0
-14.5	8900	0
-14.5	9100	0
-13.5	2100	0
-13.5	2300	0
-13.5	2500	0
-13.5	2700	0
-13.5	2900	0
-13.5	3100	0
-13.5	3300	0
-13.5	3500	0
-13.5	3700	0
-13.5	3900	0
-13.5	4100	0
-13.5	4300	0
-13.5	4500	0
-13.5	4700	0
-13.5	4900	0
-13.5	5100	0
-13.5	5300	0
-13.5	5500	0
-13.5	5700	0
-13.5	5900	0
-13.5	6100	0
-13.5	6300	0
-13.5	6500	0
-13.5	6700	0
-13.5	6900	0
-13.5	7100	0
-13.5	7300	0
-13.5	7500	0
-13.5	7700	0
-13.5	7900	0
-13.5	8100	0
-13.5	8300	0
-13.5	8500	0
-13.5	8700	0
-13.5	8900	0
-13.5	9100	0
-12.5	2100	0
-12.5	2300	0
-12.5	2500	0
-12.5	2700	0
-12.5	2900	0
-12.5	3100	0
-12.5	3300	0
-12.5	3500	0
-12.5	3700	0
-12.5	3900	0
-12.5	4100	0
-12.5	4300	0
-12.5	4500	0
-12.5	4700	0
-12.5	4900	0
-12.5	5100	0
-12.5	5300	0
-12.5	5500	0
-12.5	5700	0
-12.5	5900	0
-12.5	6100	0
-12.5	6300	0
-12.5	6500	0
-12.5	6700	0
-12.5	6900	0
-12.5	7100	0
-12.5	7300	0
-12.5	7500	0
-12.5	7700	0
-12.5	7900	0
-12.5	8100	0
-12.5	8300	0
-12.5	8500	0
-12.5	8700	0
-12.5	8900	0
-12.5	9100	0
-11.5	2100	0
-11.5	2300	0
-11.5	2500	0
-11.5	2700	0
-11.5	2900	0
-11.5	3100	0
-11.5	3300	0
-11.5	3500	0
-11.5	3700	0
-11.5	3900	0
-11.5	4100	0
-11.5	4300	0
-11.5	4500	0
-11.5	4700	0
-11.5	4900	0
-11.5	5100	0
-11.5	5300	0
-11.5	5500	0
-11.5	5700	0
-11.5	5900	0
-11.5	6100	0
-11.5	6300	0
-11.5	6500	0
-11.5	6700	0
-11.5	6900	0
-11.5	7100	0
-11.5	7300	0
-11.5	7500	0
-11.5	7700	0
-11.5	7900	0
-11.5	8100	0
-11.5	8300	0
-11.5	8500	0
-11.5	8700	0
-11.5	8900	0
-11.5	9100	0
-10.5	2100	0
-10.5	2300	0
-10.5	2500	0
-10.5	2700	0
-10.5	2900	0
-10.5	3100	0
-10.5	3300	0
-10.5	3500	0
-10.5	3700	0
-10.5	3900	0
-10.5	4100	0
-10.5	4300	0
-10.5	4500	0
-10.5	4700	0
-10.5	4900	0
-10.5	5100	0
-10.5	5300	0
-10.5	5500	0
-10.5	5700	0
-10.5	5900	0
-10.5	6100	0
-10.5	6300	0
-10.5	6500	0
-10.5	6700	0
-10.5	6900	0
-10.5	7100	0
-10.5	7300	0
-10.5	7500	0
-10.5	7700	0
-10.5	7900	0
-10.5	8100	0
-10.5	8300	0
-10.5	8500	0
-10.5	8700	0
-10.5	8900	0
-10.5	9100	0
-9.5	2100	0
-9.5	2300	0
-9.5	2500	0
-9.5	2700	0
-9.5	2900	0
-9.5	3100	0
-9.5	3300	0
-9.5	3500	0
-9.5	3700	0
-9.5	3900	0
-9.5	4100	0
-9.5	4300	0
-9.5	4500	0
-9.5	4700	0
-9.5	4900	0
-9.5	5100	0
-9.5	5300	0
-9.5	5500	0
-9.5	5700	0
-9.5	5900	0
-9.5	6100	0
-9.5	6300	0
-9.5	6500	0
-9.5	6700	0
-9.5	6900	0
-9.5	7100	0
-9.5	7300	0
-9.5	7500	0
-9.5	7700	0
-9.5	7900	0
-9.5	8100	0
-9.5	8300	0
-9.5	8500	0
-9.5	8700	0
-9.5	8900	0
-9.5	9100	0
-8.5	2100	0
-8.5	2300	0
-8.5	2500	0
-8.5	2700	0
-8.5	2900	0
-8.5	3100	0
-8.5	3300	0
-8.5	3500	0
-8.5	3700	0
-8.5	3900	0
-8.5	4100	0
-8.5	4300	0
-8.5	4500	0
-8.5	4700	0
-8.5	4900	0
-8.5	5100	0
-8.5	5300	0
-8.5	5500	0
-8.5	5700	0
-8.5	5900	0
-8.5	6100	0
-8.5	6300	0
-8.5	6500	0
-8.5	6700	0
-8.5	6900	0
-8.5	7100	0
-8.5	7300	0
-8.5	7500	0
-8.5	7700	0
-8.5	7900	0
-8.5	8100	0
-8.5	8300	0
-8.5	8500	0
-8.5	8700	0
-8.5	8900	0
-8.5	9100	0
-7.5	2100	0
-7.5	2300	0
-7.5	2500	0
-7.5	2700	0
-7.5	2900	0
-7.5	3100	0
-7.5	3300	0
-7.5	3500	0
-7.5	3700	0
-7.5	3900	0
-7.5	4100	0
-7.5	4300	0
-7.5	4500	0
-7.5	4700	0
-7.5	4900	0
-7.5	5100	0
-7.5	5300	0
-7.5	5500	0
-7.5	5700	0
-7.5	5900	0
-7.5	6100	0
-7.5	6300	0
-7.5	6500	0
-7.5	6700	0
-7.5	6900	0
-7.5	7100	0
-7.5	7300	0
-7.5	7500	0
-7.5	7700	0
-7.5	7900	0
-7.5	8100	0
-7.5	8300	0
-7.5	8500	0
-7.5	8700	0
-7.5	8900	0
-7.5	9100	0
-6.5	2100	0
-6.5	2300	0
-6.5	2500	0
-6.5	2700	0
-6.5	2900	0
-6.5	3100	0
-6.5	3300	0
-6.5	3500	0
-6.5	3700	0
-6.5	3900	0
-6.5	4100	0
-6.5	4300	0
-6.5	4500	0
-6.5	4700	0
-6.5	4900	0
-6.5	5100	0
-6.5	5300	0
-6.5	5500	0
-6.5	5700	0
-6.5	5900	0
-6.5	6100	0
-6.5	6300	0
-6.5	6500	0
-6.5	6700	0
-6.5	6900	0
-6.5	7100	0
-6.5	7300	0
-6.5	7500	0
-6.5	7700	0
-6.5	7900	0
-6.5	8100	0
-6.5	8300	0
-6.5	8500	0
-6.5	8700	0
-6.5	8900	0
-6.5	9100	0
-5.5	2100	0
-5.5	2300	0
-5.5	2500	0
-5.5	2700	0
-5.5	2900	0
-5.5	3100	0
-5.5	3300	0
-5.5	3500	0
-5.5	3700	0
-5.5	3900	0
-5.5	4100	0
-5.5	4300	0
-5.5	4500	0
-5.5	4700	0
-5.5	4900	0
-5.5	5100	0
-5.5	5300	0
-5.5	5500	0
-5.5	5700	0
-5.5	5900	0
-5.5	6100	0
-5.5	6300	0
-5.5	6500	0
-5.5	6700	0
-5.5	6900	0
-5.5	7100	0
-5.5	7300	0
-5.5	7500	0
-5.5	7700	0
-5.5	7900	0
-5.5	8100	0
-5.5	8300	0
-5.5	8500	0
-5.5	8700	0
-5.5	8900	0
-5.5	9100	0
-4.5	2100	0
-4.5	2300	0
-4.5	2500	0
-4.5	2700	0
-4.5	2900	0
-4.5	3100	0
-4.5	3300	0
-4.5	3500	0
-4.5	3700	0
-4.5	3900	0
-4.5	4100	0
-4.5	4300	0
-4.5	4500	0
-4.5	4700	0
-4.5	4900	0
-4.5	5100	0
-4.5	5300	0
-4.5	5500	0
-4.5	5700	0
-4.5	5900	0
-4.5	6100	0
-4.5	6300	0
-4.5	6500	0
-4.5	6700	0
-4.5	6900	0
-4.5	7100	0
-4.5	7300	0
-4.5	7500	0
-4.5	7700	0
-4.5	7900	0
-4.5	8100	0
-4.5	8300	0
-4.5	8500	0
-4.5	8700	0
-4.5	8900	0
-4.5	9100	0
-3.5	2100	0
-3.5	2300	0
-3.5	2500	0
-3.5	2700	0
-3.5	2900	0
-3.5	3100	0
-3.5	3300	0
-3.5	3500	0
-3.5	3700	0
-3.5	3900	0
-3.5	4100	0
-3.5	4300	0
-3.5	4500	0
-3.5	4700	0
-3.5	4900	0
-3.5	5100	0
-3.5	5300	0
-3.5	5500	0
-3.5	5700	0
-3.5	5900	0
-3.5	6100	0
-3.5	6300	0
-3.5	6500	0
-3.5	6700	0
-3.5	6900	0
-3.5	7100	0
-3.5	7300	0
-3.5	7500	0
-3.5	7700	0
-3.5	7900	0
-3.5	8100	0
-3.5	8300	0
-3.5	8500	0
-3.5	8700	0
-3.5	8900	0
-3.5	9100	0
-2.5	2100	0
-2.5	2300	0
-2.5	2500	0
-2.5	2700	0
-2.5	2900	0
-2.5	3100	0
-2.5	3300	0
-2.5	3500	0
-2.5	3700	0
-2.5	3900	0
-2.5	4100	0
-2.5	4300	0
-2.5	4500	0
-2.5	4700	0
-2.5	4900	0
-2.5	5100	0
-2.5	5300	0
-2.5	5500	0
-2.5	5700	0
-2.5	5900	0
-2.5	6100	0
-2.5	6300	0
-2.5	6500	0
-2.5	6700	0
-2.5	6900	0
-2.5	7100	0
-2.5	7300	0
-2.5	7500	0
-2.5	7700	0
-2.5	7900	0
-2.5	8100	0
-2.5	8300	0
-2.5	8500	0
-2.5	8700	0
-2.5	8900	0
-2.5	9100	0
-1.5	2100	0
-1.5	2300	0
-1.5	2500	0
-1.5	2700	0
-1.5	2900	0
-1.5	3100	0
-1.5	3300	0
-1.5	3500	0
-1.5	3700	0
-1.5	3900	0
-1.5	4100	0
-1.5	4300	0
-1.5	4500	0
-1.5	4700	0
-1.5	4900	0
-1.5	5100	0
-1.5	5300	0
-1.5	5500	0
-1.5	5700	0
-1.5	5900	0
-1.5	6100	0
-1.5	6300	0
-1.5	6500	0
-1.5	6700	0
-1.5	6900	0
-1.5	7100	0
-1.5	7300	0
-1.5	7500	0
-1.5	7700	0
-1.5	7900	0
-1.5	8100	0
-1.5	8300	0
-1.5	8500	0
-1.5	8700	0
-1.5	8900	0
-1.5	9100	0
-0.5	2100	0
-0.5	2300	0
-0.5	2500	0
-0.5	2700	0
-0.5	2900	0
-0.5	3100	0
-0.5	3300	0
-0.5	3500	0
