3000 1.000000
4000 1.000000
5000 1.000000
6000 1.000000
7000 1.000000
8000 1.000000
8800 1.000000
8900 1.000000
8950 1.000000
8975 1.000000
8995 1.000000
9000 0.948654
9005 0.942270
9010 0.947468
9015 0.946108
9020 0.941138
9025 0.944661
9030 0.956764
9035 0.978545
9040 0.987198
9045 0.985155
9050 0.985933
9055 0.983675
9060 0.980373
9065 0.967384
9070 0.943643
9075 0.936187
9080 0.947027
9085 0.948955
9090 0.954411
9095 0.960169
9100 0.955615
9105 0.950850
9110 0.957920
9115 0.968951
9120 0.960049
9125 0.962144
9130 0.951225
9135 0.932353
9140 0.942717
9145 0.969754
9150 0.965365
9155 0.932753
9160 0.937585
9165 0.969009
9170 0.970596
9175 0.948742
9180 0.949352
9185 0.965726
9190 0.975516
9195 0.976791
9200 0.980078
9205 0.988850
9210 0.987226
9215 0.981262
9220 0.979548
9225 0.985318
9230 0.986866
9235 0.984321
9240 0.980954
9245 0.978778
9250 0.978388
9255 0.982463
9260 0.983853
9265 0.984372
9270 0.987250
9275 0.977302
9280 0.957896
9285 0.950821
9290 0.949588
9295 0.936239
9300 0.912281
9305 0.895657
9310 0.871601
9315 0.836746
9320 0.796466
9325 0.784504
9330 0.791712
9335 0.778925
9340 0.730238
9345 0.689957
9350 0.748015
9355 0.756215
9360 0.724900
9365 0.771703
9370 0.754404
9375 0.751159
9380 0.763841
9385 0.779592
9390 0.846616
9395 0.916115
9400 0.918993
9405 0.902259
9410 0.889363
9415 0.881720
9420 0.883934
9425 0.846681
9430 0.785517
9435 0.814545
9440 0.775153
9445 0.749129
9450 0.842947
9455 0.847050
9460 0.793236
9465 0.813635
9470 0.860710
9475 0.867957
9480 0.836124
9485 0.831939
9490 0.887025
9495 0.837512
9500 0.765804
9505 0.804802
9510 0.899172
9515 0.898838
9520 0.828835
9525 0.814234
9530 0.860126
9535 0.894153
9540 0.882984
9545 0.849349
9550 0.859827
9555 0.865675
9560 0.861372
9565 0.858717
9570 0.855468
9575 0.904725
9580 0.905174
9585 0.880795
9590 0.859772
9595 0.853298
9600 0.893632
9605 0.912352
9610 0.920746
9615 0.934287
9620 0.916878
9625 0.900972
9630 0.926794
9635 0.938201
9640 0.909834
9645 0.906022
9650 0.925492
9655 0.953079
9660 0.945531
9665 0.926942
9670 0.939247
9675 0.963107
9680 0.970026
9685 0.969073
9690 0.982198
9695 0.985010
9700 0.977449
9705 0.973962
9710 0.981516
9715 0.977721
9720 0.974243
9725 0.973712
9730 0.972839
9735 0.963881
9740 0.953921
9745 0.955559
9750 0.956370
9755 0.954694
9760 0.952368
9765 0.960257
9770 0.976785
9775 0.983021
9780 0.975044
9785 0.970744
9790 0.973373
9795 0.970194
9800 0.972061
9805 0.976089
9810 0.987769
9815 0.991617
9820 0.989496
9825 0.985568
9830 0.985701
9835 0.991358
9840 0.994686
9845 0.993137
9850 0.991633
9855 0.994589
9860 0.997970
9865 0.998532
9870 0.997169
9875 0.996260
9880 0.997617
9885 0.999203
9890 0.999440
9895 0.998697
9900 0.997875
9905 0.998411
9910 0.999130
9915 0.999395
9920 0.999422
9925 0.998854
9930 0.998370
9935 0.999084
9940 0.999641
9945 0.999782
9950 0.999814
9955 0.999674
9960 0.999664
9965 0.999777
9970 0.999731
9975 0.999677
9980 0.999590
9985 0.999655
9990 0.999624
9995 0.999449
10000 0.999452
10005 0.999674
10010 0.999647
10015 0.998836
10020 0.997946
10025 0.998486
10030 0.999449
10035 0.999617
10040 0.999258
10045 0.999361
10050 0.999567
10055 0.999433
10060 0.999526
10065 0.999679
10070 0.999666
10075 0.999518
10080 0.999270
10085 0.999172
10090 0.998637
10095 0.998235
10100 0.998769
10105 0.999405
10110 0.999681
10115 0.999602
10120 0.999323
10125 0.999492
10130 0.999763
10135 0.999849
10140 0.999809
10145 0.999670
10150 0.999663
10155 0.999578
10160 0.999730
10165 0.999822
10170 0.999707
10175 0.999713
10180 0.999864
10185 0.999851
10190 0.999416
10195 0.999160
10200 0.999603
10205 0.999814
10210 0.999849
10215 0.999711
10220 0.999722
10225 0.999716
10230 0.999454
10235 0.999075
10240 0.998936
10245 0.999573
10250 0.999873
10255 0.999826
10260 0.999803
10265 0.999840
10270 0.999711
10275 0.999519
10280 0.999688
10285 0.999762
10290 0.999815
10295 0.999908
10300 0.999946
10305 0.999960
10310 0.999918
10315 0.999883
10320 0.999949
10325 0.999990
10330 0.999977
10335 0.999966
10340 0.999988
10345 0.999999
10350 0.999999
10355 0.999987
10360 0.999960
10365 0.999907
10370 0.999857
10375 0.999883
10380 0.999949
10385 0.999970
10390 0.999952
10395 0.999942
10400 0.999944
10405 0.999959
10410 0.999978
10415 0.999992
10420 0.999999
10425 1.000000
10430 1.00000
10435 1.00000
10440 1.00000
10445 1.00000
10450 1.00000
10455 1.00000
10460 1.00000
10465 1.00000
10470 1.00000
10475 1.000000
10480 0.999996
10485 0.999938
10490 0.999708
10495 0.999489
10500 0.999585
10505 0.999812
10510 0.999888
10515 0.999833
10520 0.999792
10525 0.999806
10530 0.999850
10535 0.999895
10540 0.999930
10545 0.999956
10550 0.999975
10555 0.999986
10560 0.999991
10565 0.999991
10570 0.999987
10575 0.999984
10580 0.999975
10585 0.999968
10590 0.999953
10595 0.999961
10600 0.999953
10605 0.999954
10610 0.999937
10615 0.999924
10620 0.999833
10625 0.999689
10630 0.999630
10635 0.999551
10640 0.999452
10645 0.999223
10650 0.999143
10655 0.999265
10660 0.999358
10665 0.999460
10670 0.999320
10675 0.998738
10680 0.998397
10685 0.998842
10690 0.999116
10695 0.999013
10700 0.999058
10705 0.999346
10710 0.999615
10715 0.999471
10720 0.999014
10725 0.998782
10730 0.999174
10735 0.999633
10740 0.999161
10745 0.997460
10750 0.997703
10755 0.999305
10760 0.999643
10765 0.999299
10770 0.997739
10775 0.995892
10780 0.997439
10785 0.998967
10790 0.999435
10795 0.998522
10800 0.996039
10805 0.995377
10810 0.996175
10815 0.996278
10820 0.997916
10825 0.999084
10830 0.997164
10835 0.993476
10840 0.994690
10845 0.996819
10850 0.997534
10855 0.994862
10860 0.986948
10865 0.986943
10870 0.993688
10875 0.996690
10880 0.997774
10885 0.996961
10890 0.994510
10895 0.993157
10900 0.991080
10905 0.989124
10910 0.994849
10915 0.998258
10920 0.993379
10925 0.980956
10930 0.982794
10935 0.992623
10940 0.994362
10945 0.989816
10950 0.987046
10955 0.986598
10960 0.982533
10965 0.989097
10970 0.994809
10975 0.988697
10980 0.983299
10985 0.984920
10990 0.981452
10995 0.972369
11000 0.972351
11005 0.977640
11010 0.977123
11015 0.977883
11020 0.971043
11025 0.968623
11030 0.970545
11035 0.975563
11040 0.970007
11045 0.963794
11050 0.973415
11055 0.971069
11060 0.958290
11065 0.956328
11070 0.973571
11075 0.975610
11080 0.955917
11085 0.945755
11090 0.956992
11095 0.969107
11100 0.966012
11105 0.939959
11110 0.920135
11115 0.925545
11120 0.948692
11125 0.933251
11130 0.876186
11135 0.851763
11140 0.889769
11145 0.910296
11150 0.841800
11155 0.817737
11160 0.789890
11165 0.686181
11170 0.699684
11175 0.783042
11180 0.833176
11185 0.788880
11190 0.720396
11195 0.728391
11200 0.757344
11205 0.779253
11210 0.815802
11215 0.748593
11220 0.625861
11225 0.579093
11230 0.686282
11235 0.703119
11240 0.724877
11245 0.818729
11250 0.739023
11255 0.575220
11260 0.623246
11265 0.750044
11270 0.792277
11275 0.721815
11280 0.708645
11285 0.743655
11290 0.732202
11295 0.691436
11300 0.704174
11305 0.828487
11310 0.910727
11315 0.912520
11320 0.886162
11325 0.842981
11330 0.782162
11335 0.667562
11340 0.569252
11345 0.425347
11350 0.430525
11355 0.638204
11360 0.726293
11365 0.826607
11370 0.907367
11375 0.875251
11380 0.848953
11385 0.836608
11390 0.897902
11395 0.908410
11400 0.857842
11405 0.844483
11410 0.809568
11415 0.820806
11420 0.854212
11425 0.892016
11430 0.918704
11435 0.869072
11440 0.761278
11445 0.729615
11450 0.757038
11455 0.768671
11460 0.772257
11465 0.719294
11470 0.680704
11475 0.730166
11480 0.853410
11485 0.870374
11490 0.825745
11495 0.776315
11500 0.763452
11505 0.841766
11510 0.853065
11515 0.852384
11520 0.817911
11525 0.766774
11530 0.821260
11535 0.864742
11540 0.826659
11545 0.847765
11550 0.885408
11555 0.868207
11560 0.874482
11565 0.913144
11570 0.924995
11575 0.900897
11580 0.897519
11585 0.915011
11590 0.906591
11595 0.918299
11600 0.911739
11605 0.907733
11610 0.936403
11615 0.949203
11620 0.944764
11625 0.948642
11630 0.972327
11635 0.969878
11640 0.969258
11645 0.974017
11650 0.958576
11655 0.945447
11660 0.950553
11665 0.961556
11670 0.966523
11675 0.973922
11680 0.973221
11685 0.972920
11690 0.978206
11695 0.980222
11700 0.981184
11705 0.976008
11710 0.976547
11715 0.982596
11720 0.979140
