#name zcmb zhel dz mb dmb x1 dx1 color dcolor 3rdvar d3rdvar tmax dtmax cov_m_s cov_m_c cov_s_c set ra dec biascor x0 dx0
SDSS6936 999 0.181000 999 20.564972 999 0.027985 0.307570 -0.021316 0.028693 999 999 53680.619036 0.313141 999 999 999 999 999 999 999 1.067671e-04 3.257066e-06
SDSS18466 999 0.213000 999 21.091896 999 -0.175695 0.243080 0.031687 0.035170 999 999 54381.411380 0.344013 999 999 999 999 999 999 999 6.576386e-05 2.459776e-06
05D4bf 999 0.589000 999 23.610737 999 0.078809 0.279065 -0.004569 0.049380 999 999 53551.033109 0.403440 999 999 999 999 999 999 999 6.468651e-06 2.459399e-07
04D1sk 999 0.663400 999 24.068262 999 0.445041 0.441972 0.085766 0.064926 999 999 53355.269562 0.525472 999 999 999 999 999 999 999 4.231101e-06 1.584491e-07
04D1qd 999 0.767000 999 24.227399 999 0.181234 0.273042 0.012872 0.052591 999 999 53329.533591 0.369847 999 999 999 999 999 999 999 3.635210e-06 1.104429e-07
SDSS20227 999 0.284000 999 21.510534 999 -1.291857 0.520911 -0.149760 0.046888 999 999 54408.484272 0.533142 999 999 999 999 999 999 999 4.471954e-05 1.823669e-06
SDSS22075 999 0.129960 999 19.926418 999 -1.682310 0.335154 -0.031775 0.029836 999 999 54425.942389 0.328764 999 999 999 999 999 999 999 1.923054e-04 6.051046e-06
04D4hu 999 0.703000 999 23.911971 999 0.053682 0.266857 -0.107512 0.058640 999 999 53256.897069 0.411459 999 999 999 999 999 999 999 4.881065e-06 1.697782e-07
05D2ac 999 0.479000 999 22.675104 999 1.113306 0.111545 -0.052614 0.024768 999 999 53374.624335 0.152984 999 999 999 999 999 999 999 1.539990e-05 3.481016e-07
SDSS19341 999 0.228000 999 21.437095 999 -1.550624 0.368997 0.033088 0.043363 999 999 54393.202678 0.314802 999 999 999 999 999 999 999 4.781136e-05 2.133259e-06
SDSS17280 999 0.130980 999 19.679279 999 -0.824577 0.288198 -0.185279 0.052528 999 999 54344.031980 1.023010 999 999 999 999 999 999 999 2.416318e-04 2.384608e-05
03D1fq 999 0.800000 999 24.486992 999 -1.055131 0.407312 -0.055373 0.064779 999 999 52999.210620 0.658681 999 999 999 999 999 999 999 2.856137e-06 1.181742e-07
SDSS16032 999 0.204000 999 20.757044 999 -0.819382 0.242694 -0.108742 0.033685 999 999 54046.406631 0.178259 999 999 999 999 999 999 999 8.956802e-05 3.104281e-06
SDSS21510 999 0.149720 999 19.739074 999 -0.843859 0.339299 -0.155032 0.028597 999 999 54429.432414 0.303954 999 999 999 999 999 999 999 2.284198e-04 7.199793e-06
SDSS10028 999 0.065330 999 18.346624 999 -1.201432 0.187096 0.009999 0.025506 999 999 53693.661277 0.177058 999 999 999 999 999 999 999 8.239348e-04 2.175169e-05
05D1cb 999 0.632000 999 23.700339 999 -0.260723 0.235358 0.006574 0.081594 999 999 53616.782995 0.304229 999 999 999 999 999 999 999 5.951492e-06 3.157080e-07
SDSS14846 999 0.224700 999 20.940583 999 0.633420 0.293139 -0.044574 0.037387 999 999 54024.972808 0.281614 999 999 999 999 999 999 999 7.556973e-05 2.923938e-06
05D3cx 999 0.805000 999 23.879137 999 0.635047 0.572851 -0.160338 0.048365 999 999 53450.066851 0.938376 999 999 999 999 999 999 999 5.007668e-06 1.895139e-07
SDSS14984 999 0.184000 999 20.865292 999 1.015726 0.338005 0.073029 0.033852 999 999 54024.802323 0.321387 999 999 999 999 999 999 999 8.090028e-05 3.047324e-06
SDSS15365 999 0.178000 999 20.502485 999 0.829778 0.230707 -0.036892 0.027505 999 999 54038.073790 0.184373 999 999 999 999 999 999 999 1.130759e-04 3.429190e-06
sn1999aw 999 0.038000 999 16.749577 999 2.021492 0.126898 -0.049360 0.027290 999 999 51254.754729 0.194267 999 999 999 999 999 999 999 3.565388e-03 9.557590e-05
SDSS20687 999 0.189000 999 21.107223 999 -0.599485 0.695368 0.146646 0.045399 999 999 54421.030070 0.718849 999 999 999 999 999 999 999 6.464145e-05 2.861654e-06
Ombo 999 0.975000 999 24.886199 999 1.716618 0.295356 -0.004665 0.043875 999 999 53368.834911 0.552211 999 999 999 999 999 999 999 1.999685e-06 6.052911e-08
SDSS15171 999 0.139200 999 19.656641 999 0.681269 0.143809 -0.078524 0.022333 999 999 54029.168799 0.136012 999 999 999 999 999 999 999 2.466019e-04 6.146752e-06
SDSS19990 999 0.246000 999 21.378336 999 -1.312578 0.333793 -0.086146 0.045543 999 999 54403.328741 0.298056 999 999 999 999 999 999 999 5.054101e-05 2.300940e-06
SDSS3087 999 0.165600 999 20.257510 999 0.522599 0.189730 0.005964 0.025152 999 999 53648.887000 0.139571 999 999 999 999 999 999 999 1.416986e-04 4.277564e-06
04D3fq 999 0.742000 999 24.080924 999 -0.399187 0.388384 -0.037024 0.069146 999 999 53120.187017 0.501808 999 999 999 999 999 999 999 4.178595e-06 1.573108e-07
SDSS20430 999 0.164000 999 20.748618 999 -1.192988 0.516358 0.023956 0.032574 999 999 54415.230605 0.379803 999 999 999 999 999 999 999 9.012766e-05 3.116478e-06
SDSS18030 999 0.156410 999 20.383490 999 -0.605783 0.244878 -0.052017 0.033507 999 999 54373.102750 0.201458 999 999 999 999 999 999 999 1.261829e-04 5.484047e-06
SDSS7512 999 0.219000 999 21.097601 999 0.502393 0.372351 -0.002526 0.038448 999 999 53682.533602 0.353236 999 999 999 999 999 999 999 6.545578e-05 2.619926e-06
SDSS20084 999 0.131000 999 20.551746 999 0.128954 0.278272 0.155062 0.030885 999 999 54407.152684 0.252432 999 999 999 999 999 999 999 1.077478e-04 3.623714e-06
05D4ev 999 0.722000 999 24.228990 999 -1.108396 0.551675 -0.039869 0.063923 999 999 53631.285334 0.372478 999 999 999 999 999 999 999 3.640490e-06 2.689510e-07
SDSS16093 999 0.336000 999 21.861907 999 1.029170 0.736503 -0.063642 0.056015 999 999 54045.023314 0.637451 999 999 999 999 999 999 999 3.236327e-05 2.235022e-06
SDSS20142 999 0.316000 999 21.288964 999 0.849468 0.676772 -0.091692 0.040368 999 999 54412.642949 0.484476 999 999 999 999 999 999 999 5.488265e-05 2.350196e-06
05D2ob 999 0.924000 999 24.782386 999 1.081972 0.653820 0.038486 0.065235 999 999 53727.981436 0.969381 999 999 999 999 999 999 999 2.157793e-06 1.133717e-07
SDSS6137 999 0.300100 999 21.521929 999 0.356005 0.712543 -0.151073 0.051149 999 999 53669.535598 1.069024 999 999 999 999 999 999 999 4.428074e-05 2.398122e-06
SDSS21669 999 0.124070 999 19.546269 999 -1.324377 0.635904 -0.079535 0.030260 999 999 54429.909319 0.958841 999 999 999 999 999 999 999 2.728679e-04 1.901659e-05
04D3df 999 0.470000 999 23.535879 999 -2.058238 0.146850 0.109352 0.030079 999 999 53119.614464 0.190248 999 999 999 999 999 999 999 6.945514e-06 1.682539e-07
SDSS13736 999 0.150400 999 19.969792 999 1.116846 0.164498 -0.026847 0.023148 999 999 54015.785800 0.131859 999 999 999 999 999 999 999 1.846665e-04 4.907036e-06
SDSS15301 999 0.248000 999 20.664752 999 -0.337912 0.200438 -0.138535 0.033040 999 999 54035.912467 0.214674 999 999 999 999 999 999 999 9.745494e-05 3.050630e-06
03D1bp 999 0.347000 999 22.397443 999 -1.154893 0.122014 -0.041405 0.037023 999 999 52920.249150 0.103650 999 999 999 999 999 999 999 1.977404e-05 7.604684e-07
sn2004ey 999 0.015800 999 14.666235 999 0.097351 0.017739 -0.132941 0.018006 999 999 53304.539857 0.021588 999 999 999 999 999 999 999 2.431376e-02 4.016096e-04
sn2005kc 999 0.015120 999 15.472126 999 -0.697923 0.034836 0.148558 0.019325 999 999 53697.707505 0.031478 999 999 999 999 999 999 999 1.154269e-02 2.041255e-04
SDSS15213 999 0.307000 999 21.733615 999 -0.084286 0.640040 -0.086547 0.058701 999 999 54026.323076 0.697202 999 999 999 999 999 999 999 3.647391e-05 2.397776e-06
SDSS19230 999 0.221000 999 21.279312 999 -1.617729 0.436550 0.079457 0.045829 999 999 54390.413184 0.427175 999 999 999 999 999 999 999 5.523856e-05 2.555482e-06
05D4cs 999 0.790000 999 23.959373 999 1.401399 0.227510 -0.119116 0.048339 999 999 53588.618312 0.313776 999 999 999 999 999 999 999 4.644736e-06 1.389794e-07
SDSS2943 999 0.265400 999 21.371073 999 0.554553 0.421344 -0.025592 0.046700 999 999 53640.519798 0.521693 999 999 999 999 999 999 999 5.085455e-05 2.121874e-06
SDSS7243 999 0.203700 999 20.780481 999 0.722275 0.386687 -0.020551 0.040004 999 999 53686.287432 0.324320 999 999 999 999 999 999 999 8.755109e-05 3.823760e-06
05D3jb 999 0.745000 999 23.907704 999 0.929966 0.231377 -0.067399 0.049909 999 999 53515.297967 0.249933 999 999 999 999 999 999 999 4.900814e-06 1.365921e-07
SDSS19899 999 0.091400 999 18.475541 999 0.284500 0.193716 -0.146391 0.021174 999 999 54418.759743 0.162658 999 999 999 999 999 999 999 7.314583e-04 1.771738e-05
04D2gb 999 0.450000 999 22.906523 999 -1.586808 0.172883 0.028028 0.034398 999 999 53108.402345 0.207897 999 999 999 999 999 999 999 1.243329e-05 3.200318e-07
Lancaster 999 1.230000 999 26.046603 999 -0.084479 0.689713 0.086889 0.048286 999 999 53431.848693 1.582499 999 999 999 999 999 999 999 6.870269e-07 2.861798e-08
SDSS6558 999 0.057420 999 17.715365 999 1.053706 0.089982 -0.029583 0.023650 999 999 53675.029777 0.091425 999 999 999 999 999 999 999 1.474397e-03 3.604537e-05
04D1de 999 0.768000 999 24.116246 999 0.904974 0.343407 -0.124085 0.054662 999 999 53246.001608 0.249682 999 999 999 999 999 999 999 4.028745e-06 1.778856e-07
SDSS18721 999 0.393000 999 22.095652 999 0.145967 0.850383 -0.134705 0.070042 999 999 54371.387339 0.734617 999 999 999 999 999 999 999 2.608543e-05 2.417129e-06
SDSS19632 999 0.308000 999 21.831234 999 0.148977 0.524646 -0.044706 0.052478 999 999 54396.710232 0.447553 999 999 999 999 999 999 999 3.331884e-05 1.966336e-06
04D4jy 999 0.930000 999 24.707380 999 0.113039 2.259807 -0.110827 0.550846 999 999 53289.084744 1.183948 999 999 999 999 999 999 999 2.303255e-06 1.646462e-06
SDSS12928 999 0.139700 999 19.894639 999 -0.557692 0.381426 -0.064029 0.032959 999 999 53972.953456 1.111470 999 999 999 999 999 999 999 1.980534e-04 8.141312e-06
SDSS3317 999 0.161100 999 20.349447 999 -0.521082 0.182303 0.021083 0.026036 999 999 53646.416425 0.169189 999 999 999 999 999 999 999 1.301891e-04 3.950938e-06
SDSS17274 999 0.178000 999 20.394962 999 1.956582 0.535517 -0.136566 0.077282 999 999 54352.880331 2.257343 999 999 999 999 999 999 999 1.248575e-04 1.412966e-05
Aphrodite 999 1.300000 999 25.691289 999 0.664138 0.357595 0.009845 0.036862 999 999 52552.127681 0.626759 999 999 999 999 999 999 999 9.524991e-07 3.167938e-08
SDSS15584 999 0.282000 999 21.439178 999 0.317578 0.405104 -0.044995 0.044155 999 999 54038.130216 0.390947 999 999 999 999 999 999 999 4.780868e-05 1.927367e-06
SDSS19818 999 0.293000 999 21.507417 999 1.180979 0.550538 -0.005079 0.045729 999 999 54402.147346 0.404571 999 999 999 999 999 999 999 4.487545e-05 2.455747e-06
05D4be 999 0.537000 999 22.875853 999 0.914278 0.130128 -0.150513 0.027917 999 999 53551.538213 0.194603 999 999 999 999 999 999 999 1.274079e-05 2.865712e-07
05D2my 999 0.981000 999 24.616469 999 1.208409 0.473530 -0.035608 0.056156 999 999 53703.193608 0.957443 999 999 999 999 999 999 999 2.502541e-06 1.352408e-07
05D1em 999 0.866000 999 24.237980 999 0.228010 0.285984 -0.136547 0.057657 999 999 53667.792981 0.393466 999 999 999 999 999 999 999 3.571772e-06 1.425021e-07
04D3ml 999 0.950000 999 24.544482 999 1.171787 0.450459 -0.138038 0.052815 999 999 53180.270176 0.596379 999 999 999 999 999 999 999 2.678056e-06 1.414839e-07
SDSS6933 999 0.213000 999 20.829535 999 0.075531 0.234811 -0.019535 0.032405 999 999 53679.849083 0.231592 999 999 999 999 999 999 999 8.369270e-05 2.673164e-06
sn1999ao 999 0.053900 999 17.858172 999 0.258315 0.347790 -0.020490 0.036939 999 999 51243.725337 0.740849 999 999 999 999 999 999 999 1.278168e-03 5.752628e-05
SDSS15259 999 0.212000 999 20.790250 999 0.419660 0.266213 -0.014586 0.033803 999 999 54026.333790 0.270189 999 999 999 999 999 999 999 8.675981e-05 2.924003e-06
SDSS17218 999 0.179000 999 20.425939 999 -0.760372 0.403405 -0.084888 0.031661 999 999 54349.498054 0.542756 999 999 999 999 999 999 999 1.213555e-04 4.157821e-06
SDSS17435 999 0.218000 999 20.708106 999 0.901977 0.256325 -0.108694 0.035555 999 999 54359.361167 0.296993 999 999 999 999 999 999 999 9.364100e-05 3.364556e-06
05D1ke 999 0.690000 999 23.597147 999 0.225528 0.256302 -0.106105 0.049345 999 999 53731.341144 0.344571 999 999 999 999 999 999 999 6.531174e-06 1.571251e-07
04D3nc 999 0.817000 999 24.246143 999 1.180628 0.676585 -0.083250 0.062776 999 999 53187.927301 0.573419 999 999 999 999 999 999 999 3.568628e-06 2.355828e-07
SDSS15467 999 0.210410 999 20.590369 999 0.801225 0.260641 -0.067888 0.033458 999 999 54038.902825 0.194522 999 999 999 999 999 999 999 1.043484e-04 3.812632e-06
SDSS20345 999 0.265000 999 21.266706 999 -1.685943 0.526659 -0.110518 0.043944 999 999 54418.208233 0.537777 999 999 999 999 999 999 999 5.598955e-05 2.118191e-06
SDSS15203 999 0.216000 999 20.728635 999 1.113876 0.266089 -0.024567 0.033130 999 999 54027.181453 0.269190 999 999 999 999 999 999 999 9.185771e-05 3.156417e-06
SDSS12930 999 0.147170 999 20.060065 999 1.890182 0.405056 0.021929 0.032490 999 999 53979.679714 0.384835 999 999 999 999 999 999 999 1.699495e-04 6.922617e-06
06D3cc 999 0.683000 999 24.049087 999 0.684566 0.632288 -0.001312 0.084030 999 999 53760.476713 0.737930 999 999 999 999 999 999 999 4.317114e-06 2.959803e-07
05D1eo 999 0.737000 999 24.288562 999 -1.486736 0.363431 -0.051241 0.064655 999 999 53667.094312 0.490571 999 999 999 999 999 999 999 3.444798e-06 1.423302e-07
SDSS13796 999 0.145000 999 19.835526 999 0.788998 0.115917 -0.018952 0.022366 999 999 54010.411653 0.116696 999 999 999 999 999 999 999 2.089557e-04 5.237011e-06
SDSS15354 999 0.222100 999 21.519696 999 -2.266910 0.354741 0.085479 0.048511 999 999 54024.628943 0.494111 999 999 999 999 999 999 999 4.426560e-05 2.083363e-06
05D1az 999 0.842000 999 24.223700 999 1.869050 0.370433 -0.012752 0.058667 999 999 53603.190061 0.395024 999 999 999 999 999 999 999 3.626182e-06 1.373905e-07
05D2he 999 0.608000 999 23.927423 999 0.153631 0.373478 0.064608 0.041365 999 999 53467.626912 0.466074 999 999 999 999 999 999 999 4.847076e-06 1.357672e-07
SDSS13152 999 0.207000 999 20.660866 999 0.258859 0.246199 0.007817 0.030611 999 999 54001.232785 0.196098 999 999 999 999 999 999 999 9.772640e-05 3.177264e-06
SDSS15132 999 0.154300 999 19.759210 999 1.068461 0.146922 -0.133180 0.021898 999 999 54026.526524 0.138587 999 999 999 999 999 999 999 2.242391e-04 5.441993e-06
05D3gv 999 0.715000 999 23.981645 999 -0.836734 0.338325 -0.061619 0.062315 999 999 53466.562526 0.672249 999 999 999 999 999 999 999 4.586973e-06 1.923564e-07
04D1ks 999 0.798000 999 24.105700 999 0.694930 0.260334 0.097651 0.060242 999 999 53291.394541 0.384472 999 999 999 999 999 999 999 4.051843e-06 1.350225e-07
SDSS13072 999 0.230630 999 21.091510 999 0.388282 0.389707 -0.013623 0.043336 999 999 53988.917847 0.474442 999 999 999 999 999 999 999 6.574853e-05 3.373831e-06
SDSS6108 999 0.259500 999 21.524514 999 0.459560 0.633981 0.035718 0.043135 999 999 53675.204431 0.613650 999 999 999 999 999 999 999 4.411434e-05 1.757302e-06
06D3em 999 0.690000 999 24.371486 999 -0.148908 0.496370 0.177332 0.074094 999 999 53881.723454 0.700552 999 999 999 999 999 999 999 3.196969e-06 1.703878e-07
06D2ca 999 0.531000 999 23.315602 999 1.306211 0.350427 0.047182 0.031902 999 999 53795.718760 0.453901 999 999 999 999 999 999 999 8.529552e-06 2.274461e-07
05D3hh 999 0.766000 999 24.277987 999 0.537955 0.423812 0.001834 0.062672 999 999 53479.626208 0.424197 999 999 999 999 999 999 999 3.478061e-06 1.630971e-07
SDSS10434 999 0.104180 999 19.154762 999 -0.005440 0.280871 -0.087407 0.026891 999 999 53696.470788 0.217687 999 999 999 999 999 999 999 3.913418e-04 1.271164e-05
04D4fx 999 0.629000 999 23.511675 999 0.953219 0.193244 -0.032943 0.050250 999 999 53242.511832 0.219497 999 999 999 999 999 999 999 7.079980e-06 1.982297e-07
SDSS3452 999 0.230400 999 20.805252 999 0.906236 0.273124 -0.090678 0.036913 999 999 53648.483112 0.272464 999 999 999 999 999 999 999 8.560859e-05 3.299323e-06
Patuxent 999 0.970000 999 25.020131 999 -0.103891 0.629232 -0.218239 0.106515 999 999 53200.959603 1.126390 999 999 999 999 999 999 999 1.769761e-06 5.707304e-08
SDSS2440 999 0.193000 999 20.641975 999 0.392563 0.285251 -0.086849 0.028814 999 999 53634.981430 0.326605 999 999 999 999 999 999 999 9.956844e-05 3.238733e-06
sn1996bl 999 0.036000 999 16.642121 999 -0.027322 0.133725 -0.010540 0.027886 999 999 50376.549040 0.169964 999 999 999 999 999 999 999 3.921935e-03 1.125610e-04
SDSS12883 999 0.307000 999 21.587838 999 -1.955901 0.936865 -0.057727 0.075714 999 999 53980.131604 0.831752 999 999 999 999 999 999 999 4.167186e-05 4.180961e-06
SDSS14397 999 0.371000 999 22.209906 999 -1.190870 0.604082 -0.220927 0.051107 999 999 54013.925329 0.744346 999 999 999 999 999 999 999 2.347182e-05 1.564477e-06
SDSS19702 999 0.269000 999 21.593211 999 -1.094313 0.471555 -0.072732 0.050368 999 999 54397.224932 0.391786 999 999 999 999 999 999 999 4.149110e-05 2.174180e-06
05D2dy 999 0.510000 999 22.904302 999 1.592446 0.306480 -0.119515 0.034909 999 999 53440.626017 0.766028 999 999 999 999 999 999 999 1.247019e-05 3.734368e-07
SDSS13934 999 0.330000 999 22.190314 999 -0.705609 0.819111 -0.100231 0.069480 999 999 54007.420880 0.946786 999 999 999 999 999 999 999 2.391738e-05 1.801849e-06
SDSS2246 999 0.194900 999 20.980510 999 0.350403 0.369686 0.071597 0.037147 999 999 53634.176595 0.329134 999 999 999 999 999 999 999 7.282595e-05 3.105276e-06
SDSS17389 999 0.172000 999 20.778115 999 1.132410 0.376965 0.058478 0.033702 999 999 54352.995546 0.396332 999 999 999 999 999 999 999 8.766034e-05 3.343945e-06
SDSS17497 999 0.144730 999 20.043232 999 0.911473 0.123396 0.037819 0.022963 999 999 54364.735310 0.121150 999 999 999 999 999 999 999 1.726268e-04 4.494248e-06
06D3dt 999 0.282000 999 22.150892 999 0.075200 0.094698 0.091711 0.030656 999 999 53849.045463 0.228887 999 999 999 999 999 999 999 2.481740e-05 8.469227e-07
SDSS19953 999 0.119000 999 19.193318 999 0.743087 0.185021 -0.126255 0.021498 999 999 54415.144044 0.159334 999 999 999 999 999 999 999 3.776275e-04 9.052420e-06
SDSS2372 999 0.180500 999 20.565493 999 0.279561 0.208947 0.030383 0.027749 999 999 53636.745441 0.221633 999 999 999 999 999 999 999 1.067433e-04 3.292689e-06
SDSS12881 999 0.233000 999 21.097990 999 0.774577 0.545347 0.034981 0.040804 999 999 53980.297008 0.574779 999 999 999 999 999 999 999 6.533579e-05 3.119896e-06
SDSS16276 999 0.193000 999 20.739042 999 -0.018664 0.559039 -0.026411 0.032779 999 999 54057.368665 0.368036 999 999 999 999 999 999 999 9.097414e-05 3.106213e-06
sn1990o 999 0.030664 999 16.218800 999 0.474524 0.175081 -0.045662 0.030048 999 999 48076.402802 0.412931 999 999 999 999 999 999 999 5.806957e-03 1.904986e-04
05D2bw 999 0.920000 999 24.325463 999 -0.315605 0.471920 -0.133548 0.061973 999 999 53400.210000 0.459553 999 999 999 999 999 999 999 3.290466e-06 2.091268e-07
sn1992ae 999 0.075000 999 18.413955 999 -0.709751 0.155190 -0.022168 0.053926 999 999 48804.257668 0.547575 999 999 999 999 999 999 999 7.578011e-04 3.149051e-05
04D2al 999 0.836000 999 24.306685 999 -1.331426 1.125817 -0.090348 0.082341 999 999 53034.719542 1.147416 999 999 999 999 999 999 999 3.374216e-06 2.047721e-07
SDSS6057 999 0.067070 999 18.638333 999 -0.420626 0.107621 0.108248 0.024978 999 999 53663.607659 0.100865 999 999 999 999 999 999 999 6.295452e-04 1.609227e-05
03D1co 999 0.679000 999 24.073035 999 0.662075 2.759752 -0.040519 0.219513 999 999 52954.492708 2.042364 999 999 999 999 999 999 999 4.215301e-06 1.343329e-06
SDSS18927 999 0.214000 999 21.239284 999 -0.587593 0.377356 0.113126 0.040021 999 999 54386.817342 0.404528 999 999 999 999 999 999 999 5.734018e-05 2.439353e-06
06D3bz 999 0.727000 999 23.934006 999 -0.799908 0.745542 -0.105126 0.067175 999 999 53776.524753 0.582896 999 999 999 999 999 999 999 4.789452e-06 3.617093e-07
SDSS2308 999 0.148000 999 19.594673 999 0.675563 0.123339 -0.181457 0.022148 999 999 53630.588001 0.136505 999 999 999 999 999 999 999 2.614643e-04 6.644592e-06
03D3ba 999 0.291200 999 21.958123 999 0.779162 0.177195 0.116162 0.035537 999 999 52749.571666 0.814838 999 999 999 999 999 999 999 2.962859e-05 1.277158e-06
03D3bl 999 0.355300 999 22.926763 999 0.057618 0.193050 0.205427 0.029828 999 999 52787.142129 0.289761 999 999 999 999 999 999 999 1.212538e-05 3.201629e-07
05D2bt 999 0.680000 999 23.494521 999 0.506123 0.257299 -0.152541 0.048322 999 999 53401.498699 0.245683 999 999 999 999 999 999 999 7.208079e-06 2.169814e-07
05D1kl 999 0.560000 999 24.151125 999 0.655267 0.296388 0.134181 0.040642 999 999 53742.926731 0.416113 999 999 999 999 999 999 999 3.928563e-06 1.315476e-07
05D2fq 999 0.733000 999 23.988558 999 0.838782 0.376143 -0.075986 0.057392 999 999 53463.304836 0.528056 999 999 999 999 999 999 999 4.559483e-06 1.682554e-07
05D2eb 999 0.534000 999 22.993354 999 0.875904 0.379576 -0.053360 0.043351 999 999 53451.957050 0.230048 999 999 999 999 999 999 999 1.148630e-05 5.508600e-07
SDSS5103 999 0.161900 999 20.357265 999 -0.229371 0.150699 0.016115 0.027650 999 999 53654.605140 0.149884 999 999 999 999 999 999 999 1.291983e-04 3.974569e-06
SDSS15897 999 0.170000 999 20.888016 999 -2.457550 0.260917 0.016121 0.036678 999 999 54041.524782 0.222659 999 999 999 999 999 999 999 7.925590e-05 3.042188e-06
SDSS16793 999 0.222000 999 20.762069 999 0.541604 1.373945 -0.051107 0.050820 999 999 54070.786238 1.874484 999 999 999 999 999 999 999 8.907443e-05 7.021963e-06
04D3gx 999 0.910000 999 24.605586 999 -0.450693 0.434507 -0.142218 0.057999 999 999 53125.845574 0.516971 999 999 999 999 999 999 999 2.540997e-06 1.398151e-07
04D1pu 999 0.639000 999 24.010352 999 -1.597711 0.373532 0.102000 0.080667 999 999 53330.135899 0.493370 999 999 999 999 999 999 999 4.466078e-06 2.097989e-07
sn2006on 999 0.071900 999 18.410754 999 0.548583 0.212860 0.078956 0.021289 999 999 54064.234498 0.195449 999 999 999 999 999 999 999 7.744292e-04 1.602627e-05
SDSS1371 999 0.119090 999 19.049949 999 0.789719 0.095938 -0.101321 0.021756 999 999 53633.310774 0.106022 999 999 999 999 999 999 999 4.309172e-04 1.093420e-05
SDSS8921 999 0.145300 999 19.966740 999 0.870878 0.254801 0.001223 0.028403 999 999 53693.043948 0.197778 999 999 999 999 999 999 999 1.851757e-04 6.317066e-06
SDSS16211 999 0.310940 999 22.130852 999 -1.964261 0.671853 0.004668 0.072510 999 999 54041.485740 0.576786 999 999 999 999 999 999 999 2.525049e-05 2.122039e-06
SDSS774 999 0.093490 999 18.937425 999 0.664648 0.270449 -0.024864 0.032392 999 999 53609.242940 1.024962 999 999 999 999 999 999 999 4.781963e-04 2.546555e-05
SDSS2916 999 0.124200 999 19.968475 999 -0.872967 0.235928 0.056837 0.034889 999 999 53643.892667 0.164474 999 999 999 999 999 999 999 1.847898e-04 8.640806e-06
SDSS20039 999 0.247000 999 21.378010 999 0.725258 0.491218 0.060671 0.043812 999 999 54408.082753 0.509104 999 999 999 999 999 999 999 5.047106e-05 2.155597e-06
sn2005ki 999 0.019607 999 15.523475 999 -1.388274 0.030336 -0.097066 0.019539 999 999 53705.227776 0.049657 999 999 999 999 999 999 999 1.105651e-02 1.901029e-04
04D4hf 999 0.936000 999 24.768467 999 0.838422 0.635542 0.035520 0.081547 999 999 53236.716784 1.430880 999 999 999 999 999 999 999 2.174374e-06 1.647708e-07
SDSS5736 999 0.253000 999 21.404648 999 -0.218487 0.302443 -0.008772 0.035539 999 999 53665.748303 0.280053 999 999 999 999 999 999 999 4.930100e-05 1.795884e-06
05D4bm 999 0.372000 999 22.212642 999 0.251148 0.071564 -0.065977 0.029220 999 999 53568.061421 0.071465 999 999 999 999 999 999 999 2.344151e-05 7.328237e-07
SDSS19067 999 0.355000 999 21.770854 999 0.556179 0.769169 -0.065587 0.055290 999 999 54386.853634 0.847929 999 999 999 999 999 999 999 3.519897e-05 1.956725e-06
SDSS18463 999 0.268000 999 21.322252 999 0.943315 0.424247 -0.043207 0.047606 999 999 54376.517028 0.441385 999 999 999 999 999 999 999 5.319998e-05 2.742108e-06
SDSS15776 999 0.317600 999 21.846827 999 -2.278859 0.577747 -0.146176 0.050270 999 999 54033.829910 0.490099 999 999 999 999 999 999 999 3.283701e-05 1.657114e-06
sn2006nz 999 0.038090 999 18.130242 999 -2.862661 0.215788 0.228831 0.020259 999 999 54057.617247 0.100155 999 999 999 999 999 999 999 1.001644e-03 2.047755e-05
03D1aw 999 0.582000 999 23.575585 999 0.976748 0.274268 -0.024871 0.036579 999 999 52902.900428 0.354001 999 999 999 999 999 999 999 6.687169e-06 1.639502e-07
sn1990af 999 0.050300 999 17.732331 999 -2.269918 0.112143 -0.048734 0.044282 999 999 48195.572347 0.138371 999 999 999 999 999 999 999 1.432993e-03 4.205114e-05
sn2005ir 999 0.076000 999 18.410175 999 0.684299 0.052574 -0.013657 0.014317 999 999 53685.659844 0.048286 999 999 999 999 999 999 999 7.771195e-04 1.080554e-05
SDSS5751 999 0.130800 999 20.114935 999 0.679322 0.107279 0.146983 0.023665 999 999 53666.075953 0.120337 999 999 999 999 999 999 999 1.611796e-04 4.390217e-06
06D3en 999 1.060000 999 24.635138 999 -0.990429 0.412572 -0.159969 0.060323 999 999 53881.454919 0.960836 999 999 999 999 999 999 999 2.441042e-06 1.943563e-07
sn1992al 999 0.014615 999 14.458941 999 -0.166844 0.084193 -0.108208 0.026735 999 999 48838.335944 0.127373 999 999 999 999 999 999 999 2.942749e-02 8.152285e-04
05D2ck 999 0.698000 999 24.449237 999 -2.628512 0.616504 -0.002789 0.068273 999 999 53416.825338 0.737400 999 999 999 999 999 999 999 2.988140e-06 1.739451e-07
05D4bj 999 0.701000 999 24.097530 999 0.192560 0.443203 0.064181 0.064461 999 999 53564.043770 0.349435 999 999 999 999 999 999 999 4.109991e-06 2.038575e-07
SDSS17215 999 0.181360 999 20.577430 999 0.282321 0.418446 0.015780 0.038096 999 999 54350.995734 0.721533 999 999 999 999 999 999 999 1.056493e-04 4.606821e-06
04D3ez 999 0.263000 999 21.664221 999 -1.085603 0.083595 0.027404 0.027028 999 999 53115.464400 0.130507 999 999 999 999 999 999 999 3.888310e-05 1.106404e-06
