#name zcmb zhel dz mb dmb x1 dx1 color dcolor 3rdvar d3rdvar tmax dtmax cov_m_s cov_m_c cov_s_c set ra dec biascor
 SDSS19341 999 0.228000 999 21.437061 -0.002353 -1.551042 0.369272 0.033113 0.043351 999 999 54393.202997 0.315020 999 999 999 999 999 999 999
 SDSS14284 999 0.181070 999 20.226856 -0.001287 -0.307558 0.169469 -0.068429 0.025592 999 999 54014.576764 0.158684 999 999 999 999 999 999 999
 SDSS13411 999 0.163000 999 20.326090 -0.002242 1.787218 0.373981 0.019799 0.034138 999 999 53987.459856 0.302631 999 999 999 999 999 999 999
 SDSS13934 999 0.330000 999 22.191087 -0.002647 -0.701747 0.823166 -0.100150 0.069535 999 999 54007.426382 0.952886 999 999 999 999 999 999 999
 SDSS15868 999 0.242000 999 21.004893 -0.001714 0.329622 0.264418 -0.140722 0.037006 999 999 54044.255070 0.220239 999 999 999 999 999 999 999
 SDSS15354 999 0.222100 999 21.519682 -0.002525 -2.266920 0.355013 0.085480 0.048497 999 999 54024.628948 0.494870 999 999 999 999 999 999 999
 SDSS15872 999 0.203000 999 20.554136 -0.001752 0.779750 0.308073 -0.064441 0.035840 999 999 54047.768254 0.205511 999 999 999 999 999 999 999
 sn2000ca 999 0.023616 999 15.552184 -0.000543 0.482023 0.082545 -0.106960 0.021560 999 999 51666.341540 0.139308 999 999 999 999 999 999 999
 SDSS19027 999 0.295000 999 21.355234 -0.002517 0.472891 0.541503 -0.006752 0.045447 999 999 54386.550327 0.627353 999 999 999 999 999 999 999
 SDSS21669 999 0.124070 999 19.546246 -0.002435 -1.324347 0.637130 -0.079532 0.030251 999 999 54429.909365 0.963905 999 999 999 999 999 999 999
 05D4bi 999 0.775000 999 24.031700 -0.002349 0.998841 0.387564 -0.136470 0.063421 999 999 53560.317173 0.541451 999 999 999 999 999 999 999
 SDSS17784 999 0.037070 999 17.320658 -0.001152 -0.728494 0.077428 0.060480 0.022270 999 999 54367.037232 0.074752 999 999 999 999 999 999 999
 05D4gw 999 0.808000 999 24.444034 -0.002354 0.026149 0.463120 0.033502 0.067295 999 999 53678.620030 0.701609 999 999 999 999 999 999 999
 sn2005el 999 0.014910 999 14.817579 0.000522 -1.281648 0.031888 -0.129896 0.021496 999 999 53646.855288 0.050508 999 999 999 999 999 999 999
 SDSS1253 999 0.262000 999 21.217419 -0.002427 -0.958946 0.448458 -0.118695 0.048624 999 999 53634.279476 0.418661 999 999 999 999 999 999 999
 sn1992bs 999 0.063700 999 18.251761 -0.000725 -0.175933 0.134454 -0.032053 0.048369 999 999 48985.247212 0.464113 999 999 999 999 999 999 999
 sn2005ag 999 0.079400 999 18.413285 0.001414 0.213825 0.047893 -0.037361 0.023084 999 999 53414.897949 0.085439 999 999 999 999 999 999 999
 04D2iu 999 0.700000 999 24.218389 0.002509 -1.912619 0.420218 0.040329 0.084577 999 999 53120.732003 0.520938 999 999 999 999 999 999 999
 SDSS12869 999 0.278000 999 21.364924 -0.002499 0.207025 0.838568 -0.041313 0.050507 999 999 53978.988355 1.213694 999 999 999 999 999 999 999
 sn2005lz 999 0.040998 999 17.592029 -0.000645 -1.244772 0.122042 0.069455 0.022872 999 999 53736.254884 0.129143 999 999 999 999 999 999 999
 sn2004s 999 0.009370 999 14.158383 0.001980 -0.122183 0.082629 0.038192 0.022284 999 999 53040.306224 0.292378 999 999 999 999 999 999 999
 sn1996bv 999 0.016672 999 15.333795 0.000628 0.822154 0.270698 0.164301 0.028507 999 999 50404.162639 0.617214 999 999 999 999 999 999 999
 SDSS15584 999 0.282000 999 21.439160 -0.001508 0.317562 0.405488 -0.044995 0.044148 999 999 54038.130236 0.391343 999 999 999 999 999 999 999
 04D1jd 999 0.778000 999 24.376024 -0.001718 0.151604 0.282631 0.105228 0.068779 999 999 53259.213922 0.454382 999 999 999 999 999 999 999
 05D1ix 999 0.490000 999 22.872031 -0.001750 0.542748 0.136813 -0.069549 0.026441 999 999 53719.437543 0.133478 999 999 999 999 999 999 999
 SDSS17215 999 0.181360 999 20.577417 -0.001048 0.282364 0.417709 0.015781 0.037037 999 999 54350.995682 0.721302 999 999 999 999 999 999 999
 SDSS13152 999 0.207000 999 20.660852 -0.002520 0.258872 0.243852 0.007819 0.029327 999 999 54001.232791 0.196098 999 999 999 999 999 999 999
 sn1992bg 999 0.035200 999 16.731932 0.000038 -0.463452 0.120311 -0.047107 0.045133 999 999 48916.155309 0.456252 999 999 999 999 999 999 999
 SDSS6780 999 0.202000 999 20.952959 -0.002513 -1.766107 0.373046 -0.030581 0.042851 999 999 53665.562787 0.398984 999 999 999 999 999 999 999
 SDSS15222 999 0.199430 999 20.947241 -0.002572 -1.339526 0.278474 0.011158 0.034064 999 999 54031.122182 0.250448 999 999 999 999 999 999 999
 SDSS12977 999 0.247000 999 21.150697 -0.002404 0.070058 0.489497 -0.048468 0.038408 999 999 53994.908856 0.813529 999 999 999 999 999 999 999
 04D3hn 999 0.552000 999 23.489910 0.000846 -0.565555 0.121815 0.081242 0.036456 999 999 53137.160172 0.179964 999 999 999 999 999 999 999
 SDSS19353 999 0.154030 999 20.206573 -0.001525 0.893799 0.205997 0.036344 0.026610 999 999 54398.627541 0.134460 999 999 999 999 999 999 999
 sn2007ae 999 0.064388 999 17.758010 -0.002913 1.850120 0.293082 -0.009578 0.031138 999 999 54153.121063 0.647348 999 999 999 999 999 999 999
 06D3gx 999 0.760000 999 23.889438 0.000852 0.555103 0.702864 -0.127574 0.081939 999 999 53934.642439 0.862263 999 999 999 999 999 999 999
 04D4jr 999 0.470000 999 22.638445 -0.002356 1.528453 0.121619 -0.063144 0.026887 999 999 53298.423058 0.153862 999 999 999 999 999 999 999
 06D3df 999 0.442000 999 22.666547 0.000825 1.154497 0.164640 -0.026936 0.023069 999 999 53850.707394 0.371433 999 999 999 999 999 999 999
 SDSS17274 999 0.178000 999 20.394916 -0.002619 1.956758 0.536509 -0.136580 0.077286 999 999 54352.879696 2.341355 999 999 999 999 999 999 999
 sn2006et 999 0.022172 999 15.952714 0.000624 0.936315 0.151531 0.121890 0.029016 999 999 53994.447539 0.221396 999 999 999 999 999 999 999
 SDSS16213 999 0.250000 999 21.127019 -0.002486 0.279188 0.430298 -0.096786 0.038363 999 999 54053.580407 0.414462 999 999 999 999 999 999 999
 05D3kp 999 0.850000 999 24.106897 0.000856 1.277445 0.232867 -0.143984 0.048298 999 999 53530.040432 0.329382 999 999 999 999 999 999 999
 05D2ci 999 0.630000 999 23.604402 0.002506 -0.942638 0.243583 0.084599 0.065042 999 999 53427.846640 0.271368 999 999 999 999 999 999 999
 SDSS2440 999 0.193000 999 20.642134 -0.001548 0.395662 0.285554 -0.086871 0.028737 999 999 53634.979660 0.327015 999 999 999 999 999 999 999
 SDSS7512 999 0.219000 999 21.097589 -0.001158 0.502400 0.367070 -0.002523 0.037186 999 999 53682.533594 0.353081 999 999 999 999 999 999 999
 SDSS14979 999 0.177100 999 20.176739 -0.001052 0.225194 0.139620 -0.117621 0.025141 999 999 54025.603358 0.143249 999 999 999 999 999 999 999
 sn2007cq 999 0.025918 999 15.778761 -0.000953 -0.657979 0.115656 -0.060774 0.025817 999 999 54281.025668 0.070946 999 999 999 999 999 999 999
 SDSS20470 999 0.125000 999 19.951260 -0.001158 0.657482 0.429324 0.044212 0.029078 999 999 54419.227988 0.370002 999 999 999 999 999 999 999
 SDSS16641 999 0.115000 999 19.716905 -0.002163 1.053704 0.622243 0.039745 0.029788 999 999 54069.198261 0.627371 999 999 999 999 999 999 999
 SDSS19155 999 0.076880 999 18.226716 -0.001937 1.204946 0.103151 -0.103776 0.021599 999 999 54399.682806 0.068655 999 999 999 999 999 999 999
 SDSS19543 999 0.123000 999 19.943580 -0.002631 -0.835464 0.136707 -0.021872 0.023909 999 999 54401.005672 0.119820 999 999 999 999 999 999 999
 SDSS16099 999 0.196950 999 20.702466 -0.002087 2.029717 0.369697 0.023373 0.026106 999 999 54054.438665 0.306990 999 999 999 999 999 999 999
 04D1ff 999 0.860000 999 24.217137 -0.001737 0.729575 0.275475 0.038768 0.055875 999 999 53251.205402 0.336825 999 999 999 999 999 999 999
 sn2005iq 999 0.034044 999 16.742170 0.000063 -1.071325 0.040712 -0.112554 0.019261 999 999 53687.694420 0.040990 999 999 999 999 999 999 999
 SDSS19604 999 0.296000 999 22.400384 -0.002548 1.173170 0.950425 0.173053 0.071435 999 999 54396.258160 0.784770 999 999 999 999 999 999 999
 SDSS744 999 0.127800 999 19.806123 -0.002524 1.400993 0.317095 0.071417 0.032340 999 999 53612.859228 0.783180 999 999 999 999 999 999 999
 05D3km 999 0.960000 999 24.697040 0.000820 0.348439 0.309616 -0.181789 0.048496 999 999 53522.924173 0.443174 999 999 999 999 999 999 999
 SDSS18835 999 0.123190 999 19.506894 -0.001102 0.757715 0.109313 -0.013283 0.021899 999 999 54392.387245 0.117035 999 999 999 999 999 999 999
 05D2nt 999 0.757000 999 24.090025 0.002507 1.515381 0.308456 -0.010431 0.050756 999 999 53727.538475 0.439235 999 999 999 999 999 999 999
 05D2mp 999 0.353700 999 22.386436 0.002503 1.275674 0.186321 0.013955 0.024790 999 999 53711.646301 0.134246 999 999 999 999 999 999 999
 SDSS2943 999 0.265400 999 21.371068 -0.002318 0.554493 0.421829 -0.025589 0.046696 999 999 53640.519765 0.522652 999 999 999 999 999 999 999
 05D4be 999 0.537000 999 22.875836 -0.002365 0.914275 0.130121 -0.150513 0.027885 999 999 53551.538212 0.194628 999 999 999 999 999 999 999
 05D2eb 999 0.534000 999 22.993303 0.002506 0.875689 0.271199 -0.053384 0.031453 999 999 53451.957050 0.230112 999 999 999 999 999 999 999
 04D2ja 999 0.740000 999 24.079578 0.002504 0.351212 0.402006 -0.201006 0.071049 999 999 53123.198903 0.483230 999 999 999 999 999 999 999
 SDSS18323 999 0.155000 999 20.238659 -0.002577 0.159615 0.219922 -0.043387 0.028314 999 999 54375.478775 0.162000 999 999 999 999 999 999 999
 sn1993o 999 0.051000 999 17.611973 0.004388 -0.706036 0.091593 -0.081418 0.044510 999 999 49134.235562 0.116602 999 999 999 999 999 999 999
 SDSS17280 999 0.130980 999 19.679165 -0.001018 -0.824863 0.288288 -0.185333 0.052564 999 999 54344.031471 1.029407 999 999 999 999 999 999 999
 05D4cq 999 0.701000 999 23.727888 -0.002339 0.662547 0.265516 -0.135574 0.053805 999 999 53586.357072 0.382079 999 999 999 999 999 999 999
 04D1sa 999 0.585000 999 23.566373 -0.001723 -0.441494 0.289189 -0.068615 0.033420 999 999 53360.233534 0.322950 999 999 999 999 999 999 999
 SDSS18927 999 0.214000 999 21.239291 -0.001378 -0.587554 0.377686 0.113140 0.040009 999 999 54386.817157 0.404977 999 999 999 999 999 999 999
 SDSS15213 999 0.307000 999 21.733599 -0.001130 -0.084279 0.593604 -0.086547 0.056384 999 999 54026.323088 0.663556 999 999 999 999 999 999 999
 SDSS12930 999 0.147170 999 20.060052 -0.002083 1.890185 0.405447 0.021931 0.032483 999 999 53979.679734 0.385198 999 999 999 999 999 999 999
 SDSS2165 999 0.288000 999 21.604662 -0.002328 0.479358 0.549092 -0.121430 0.042873 999 999 53634.347746 0.465136 999 999 999 999 999 999 999
 SDSS1794 999 0.142600 999 20.080907 -0.002301 1.152874 0.317507 0.030668 0.025728 999 999 53624.721986 0.552292 999 999 999 999 999 999 999
 05D3la 999 0.936000 999 24.441628 0.000847 -0.183864 0.299152 -0.101379 0.051315 999 999 53535.876542 0.398030 999 999 999 999 999 999 999
 SDSS15171 999 0.139200 999 19.656626 -0.001945 0.681268 0.143827 -0.078523 0.022334 999 999 54029.168812 0.136029 999 999 999 999 999 999 999
 SDSS19969 999 0.175240 999 20.507755 -0.001922 0.046737 0.248320 0.016787 0.026577 999 999 54409.050356 0.235157 999 999 999 999 999 999 999
 sn2006s 999 0.032102 999 16.819631 0.002424 0.971057 0.066645 0.021058 0.021664 999 999 53770.262388 0.086885 999 999 999 999 999 999 999
 SDSS19794 999 0.296980 999 22.241663 -0.002613 -2.425991 0.686831 0.045694 0.070661 999 999 54396.131572 0.593918 999 999 999 999 999 999 999
 04D3lp 999 0.983000 999 24.929709 0.000851 -1.388313 0.558335 0.013621 0.076019 999 999 53148.844154 0.877385 999 999 999 999 999 999 999
 SDSS4577 999 0.363000 999 22.095910 -0.001705 0.322004 0.773439 -0.062462 0.054007 999 999 53648.083574 0.717178 999 999 999 999 999 999 999
 SDSS17605 999 0.146430 999 20.058594 -0.002085 0.714188 0.440917 0.015055 0.037671 999 999 54352.596237 0.918238 999 999 999 999 999 999 999
 03D4cj 999 0.270000 999 21.055936 -0.002354 1.150848 0.085375 -0.080173 0.023169 999 999 52889.694215 0.093408 999 999 999 999 999 999 999
 SDSS20084 999 0.131000 999 20.551734 -0.002670 0.128959 0.276885 0.155065 0.029650 999 999 54407.152697 0.252105 999 999 999 999 999 999 999
 SDSS722 999 0.086520 999 18.714878 -0.002600 -0.471123 0.186310 -0.086993 0.034734 999 999 53610.851752 0.626443 999 999 999 999 999 999 999
 SDSS17811 999 0.200000 999 20.488296 -0.002408 1.032014 0.297612 -0.097375 0.026774 999 999 54355.288858 0.273056 999 999 999 999 999 999 999
 05D3cx 999 0.805000 999 23.879129 0.000837 0.634602 0.460657 -0.160461 0.048188 999 999 53450.066656 0.827790 999 999 999 999 999 999 999
 SDSS14456 999 0.330000 999 21.823031 -0.002663 -0.040717 0.548576 -0.029409 0.048261 999 999 54018.663409 0.463331 999 999 999 999 999 999 999
 SDSS15756 999 0.380000 999 22.421183 -0.002598 -0.960097 0.714793 -0.250004 0.060561 999 999 54035.761102 0.821111 999 999 999 999 999 999 999
 05D3lc 999 0.461000 999 22.978557 0.000838 -0.745220 0.106645 -0.046247 0.024362 999 999 53527.668366 0.138448 999 999 999 999 999 999 999
 SDSS13005 999 0.127000 999 19.887782 -0.002063 -0.333009 0.314818 -0.012281 0.043909 999 999 53964.573797 1.240076 999 999 999 999 999 999 999
 05D3jq 999 0.579000 999 23.296269 0.000825 1.520820 0.210656 0.005419 0.028232 999 999 53501.009902 0.404199 999 999 999 999 999 999 999
 05D2hc 999 0.350000 999 22.684634 0.002508 -0.674161 0.164444 0.037628 0.024599 999 999 53471.684913 0.141531 999 999 999 999 999 999 999
 sn2000dk 999 0.017442 999 15.342139 0.000088 -2.110715 0.105810 -0.031591 0.022412 999 999 51812.389039 0.097559 999 999 999 999 999 999 999
 04D2kr 999 0.744100 999 23.841095 0.002511 0.791680 0.315262 -0.025779 0.051047 999 999 53359.385679 0.428485 999 999 999 999 999 999 999
 SDSS17389 999 0.172000 999 20.778080 -0.002410 1.132336 0.371939 0.058437 0.032573 999 999 54352.993242 0.396438 999 999 999 999 999 999 999
 04D3co 999 0.620000 999 23.785076 0.000847 -0.665992 0.193157 -0.028479 0.045317 999 999 53101.474425 0.262047 999 999 999 999 999 999 999
 SDSS2635 999 0.143700 999 19.812991 -0.001139 0.863119 0.133486 -0.048930 0.022846 999 999 53640.272582 0.169967 999 999 999 999 999 999 999
 SDSS19002 999 0.268000 999 21.205986 -0.001542 0.324555 0.313642 -0.097403 0.037317 999 999 54393.132235 0.285181 999 999 999 999 999 999 999
 SDSS16793 999 0.222000 999 20.762065 -0.002525 0.541356 1.391932 -0.051112 0.050821 999 999 54070.785836 1.920922 999 999 999 999 999 999 999
 05D4cs 999 0.790000 999 23.959418 -0.002355 1.400377 0.210978 -0.119317 0.048293 999 999 53588.617979 0.313167 999 999 999 999 999 999 999
 05D3lb 999 0.647000 999 23.895879 0.000842 0.303220 0.180577 0.034074 0.048873 999 999 53528.653216 0.255513 999 999 999 999 999 999 999
 05D4bj 999 0.701000 999 24.097520 -0.002343 0.192570 0.294488 0.064193 0.055316 999 999 53564.043788 0.348447 999 999 999 999 999 999 999
 sn2001cn 999 0.015500 999 15.261198 -0.000028 -0.546645 0.039901 0.122906 0.022045 999 999 52072.932508 0.152013 999 999 999 999 999 999 999
 sn2001bf 999 0.015501 999 14.694615 0.000006 0.549037 0.082746 -0.032751 0.021680 999 999 52046.760481 0.233008 999 999 999 999 999 999 999
 sn2006bt 999 0.032156 999 16.890449 -0.001414 0.265946 0.070952 0.062788 0.021267 999 999 53858.338575 0.109361 999 999 999 999 999 999 999
 SDSS21033 999 0.229000 999 20.999923 -0.002015 -0.794022 0.518700 -0.087323 0.040572 999 999 54421.076847 0.556703 999 999 999 999 999 999 999
 SDSS13135 999 0.104670 999 19.371397 -0.002557 -1.413435 0.069428 -0.056707 0.020709 999 999 54003.618080 0.060309 999 999 999 999 999 999 999
 SDSS13425 999 0.211000 999 21.862289 -0.002637 -0.979039 0.560606 0.259007 0.057168 999 999 53992.999370 1.130624 999 999 999 999 999 999 999
 SDSS18809 999 0.129000 999 19.745202 -0.001212 -1.171975 0.179472 -0.076842 0.024083 999 999 54383.152220 0.268073 999 999 999 999 999 999 999
 04D1hy 999 0.850000 999 24.260522 -0.001751 1.160083 0.273456 -0.052432 0.054432 999 999 53264.650904 0.395729 999 999 999 999 999 999 999
 06D2ck 999 0.552000 999 23.413465 0.002513 0.009387 0.393436 -0.031411 0.037788 999 999 53793.697591 0.418824 999 999 999 999 999 999 999
 Eagle 999 1.020000 999 24.965359 0.000867 0.305452 0.291794 -0.103657 0.060279 999 999 53295.094715 0.698367 999 999 999 999 999 999 999
 05D1hm 999 0.587000 999 24.090105 -0.001721 1.097495 0.289502 0.148685 0.040659 999 999 53696.066600 0.403475 999 999 999 999 999 999 999
 SDSS18650 999 0.114000 999 19.403348 -0.002516 0.884947 0.116174 -0.043407 0.021926 999 999 54387.865300 0.128478 999 999 999 999 999 999 999
 sn2002jy 999 0.021000 999 15.728960 0.001150 0.976721 0.103918 -0.035188 0.021721 999 999 52634.380919 0.281578 999 999 999 999 999 999 999
 SDSS18940 999 0.220000 999 20.965338 -0.002475 -0.943657 0.213912 -0.048601 0.034047 999 999 54396.724880 0.190969 999 999 999 999 999 999 999
 03D3cd 999 0.460700 999 22.578214 0.000853 1.861732 0.566860 -0.042992 0.038183 999 999 52801.728656 0.226499 999 999 999 999 999 999 999
 03D1dt 999 0.612000 999 23.290010 -0.001736 0.322768 0.676537 -0.084387 0.045549 999 999 52961.113642 0.802275 999 999 999 999 999 999 999
 04D1oh 999 0.590000 999 23.398928 -0.001747 -0.067791 0.205505 -0.070999 0.032562 999 999 53308.271034 0.205142 999 999 999 999 999 999 999
 06D4co 999 0.437000 999 22.527821 -0.002350 -0.404442 0.093369 -0.044327 0.023103 999 999 53940.300374 0.160005 999 999 999 999 999 999 999
 SDSS15466 999 0.247000 999 21.326007 -0.002300 -1.059522 0.392762 0.028147 0.046701 999 999 54036.651395 0.353201 999 999 999 999 999 999 999
 SDSS18486 999 0.246000 999 20.752577 -0.001046 1.113113 0.263877 -0.108679 0.034044 999 999 54390.102189 0.283641 999 999 999 999 999 999 999
 SDSS3080 999 0.175000 999 20.240385 -0.002330 0.119928 0.188649 -0.049742 0.023767 999 999 53647.652923 0.142853 999 999 999 999 999 999 999
 05D1ee 999 0.559000 999 23.525552 -0.001752 -0.609018 0.185786 -0.001416 0.034643 999 999 53660.635686 0.203412 999 999 999 999 999 999 999
 SDSS15674 999 0.198000 999 21.016124 -0.002648 -0.341581 0.302187 0.004395 0.037167 999 999 54040.283331 0.233354 999 999 999 999 999 999 999
 SDSS15229 999 0.224000 999 21.022898 -0.002556 0.686527 0.287367 -0.032497 0.037336 999 999 54033.215768 0.299621 999 999 999 999 999 999 999
 SDSS21042 999 0.312000 999 21.379394 -0.002236 1.247694 0.757525 -0.095153 0.050710 999 999 54423.401765 0.744816 999 999 999 999 999 999 999
 SDSS21006 999 0.291000 999 21.340537 -0.001329 -0.094780 0.759763 -0.124202 0.039349 999 999 54415.150186 0.526567 999 999 999 999 999 999 999
 SDSS16259 999 0.119080 999 20.037723 -0.002660 -1.539318 0.224241 0.075206 0.027657 999 999 54052.310218 0.199423 999 999 999 999 999 999 999
 SDSS2789 999 0.290300 999 21.563011 -0.002661 -0.758638 0.520501 -0.110574 0.052878 999 999 53636.324457 0.490824 999 999 999 999 999 999 999
 04D1iv 999 0.998000 999 24.543760 -0.001750 1.294494 0.339478 -0.121768 0.050824 999 999 53264.486051 0.478540 999 999 999 999 999 999 999
 SDSS10434 999 0.104180 999 19.154747 -0.002538 -0.005428 0.281020 -0.087405 0.026891 999 999 53696.470798 0.217756 999 999 999 999 999 999 999
 SDSS6936 999 0.181000 999 20.564906 -0.002410 0.027897 0.307726 -0.021313 0.028685 999 999 53680.619301 0.313320 999 999 999 999 999 999 999
 03D1ew 999 0.868000 999 24.317156 -0.001751 0.377491 0.346463 -0.062931 0.067511 999 999 52991.738081 0.668282 999 999 999 999 999 999 999
 SDSS19067 999 0.355000 999 21.770837 -0.002469 0.556181 0.772235 -0.065589 0.055291 999 999 54386.853649 0.852020 999 999 999 999 999 999 999
 Ombo 999 0.975000 999 24.886593 -0.000847 1.719611 0.295723 -0.004190 0.043886 999 999 53368.836212 0.553658 999 999 999 999 999 999 999
 SDSS5103 999 0.161900 999 20.357249 -0.002618 -0.229371 0.149809 0.016115 0.026870 999 999 53654.605140 0.149710 999 999 999 999 999 999 999
 04D1hd 999 0.369000 999 22.156664 -0.001739 0.789359 0.067838 -0.092397 0.021940 999 999 53268.297806 0.081487 999 999 999 999 999 999 999
 Vilas 999 0.935000 999 24.481862 0.000868 0.055659 0.290021 -0.025519 0.058837 999 999 52726.208114 1.379536 999 999 999 999 999 999 999
 SDSS15219 999 0.248000 999 21.055918 -0.001828 -0.146784 0.372898 -0.154036 0.035755 999 999 54030.969718 0.334199 999 999 999 999 999 999 999
 sn2001eh 999 0.037036 999 16.597105 0.000082 1.742888 0.134649 -0.036549 0.022573 999 999 52170.153863 0.310756 999 999 999 999 999 999 999
 05D3mh 999 0.670000 999 24.059543 0.000850 0.557768 0.471527 0.054709 0.054145 999 999 53558.051238 0.531397 999 999 999 999 999 999 999
 06D4bo 999 0.552000 999 23.222105 -0.002359 0.763386 0.176628 -0.039783 0.029889 999 999 53918.737016 0.276509 999 999 999 999 999 999 999
 sn1997do 999 0.010120 999 14.428658 0.000924 0.790433 0.187777 0.114938 0.027833 999 999 50766.598370 0.115548 999 999 999 999 999 999 999
 SDSS6422 999 0.184000 999 20.270984 -0.002661 0.808803 0.210873 -0.105535 0.023745 999 999 53667.978686 0.258181 999 999 999 999 999 999 999
 05D1kl 999 0.560000 999 24.151118 -0.001750 0.655366 0.296563 0.134189 0.040645 999 999 53742.926840 0.416595 999 999 999 999 999 999 999
 SDSS19101 999 0.187000 999 20.771797 -0.002508 -0.168787 0.214377 0.045639 0.029805 999 999 54395.198830 0.173802 999 999 999 999 999 999 999
 04D1pu 999 0.639000 999 24.010343 -0.001722 -1.597622 0.373869 0.102022 0.080660 999 999 53330.136094 0.494190 999 999 999 999 999 999 999
 06D2ga 999 0.840000 999 24.251645 0.002504 1.262540 0.696782 -0.058559 0.072333 999 999 53869.081085 0.665888 999 999 999 999 999 999 999
 SDSS21034 999 0.108560 999 19.589457 -0.002058 0.013974 0.281449 0.032082 0.023898 999 999 54426.030619 0.280107 999 999 999 999 999 999 999
 sn2005ms 999 0.025204 999 16.142034 0.002885 0.423545 0.069512 -0.034358 0.021124 999 999 53744.340742 0.055473 999 999 999 999 999 999 999
 03D4cx 999 0.949000 999 24.407865 -0.002352 -0.104846 0.673362 0.056921 0.064870 999 999 52882.826999 1.134775 999 999 999 999 999 999 999
 sn2005kc 999 0.015120 999 15.472113 -0.000342 -0.697923 0.034836 0.148558 0.019321 999 999 53697.707505 0.031478 999 999 999 999 999 999 999
 06D3cc 999 0.683000 999 24.049075 0.000850 0.684602 0.633978 -0.001316 0.084033 999 999 53760.476746 0.740600 999 999 999 999 999 999 999
 SDSS19913 999 0.207000 999 20.818401 -0.002574 0.082837 0.339460 -0.059061 0.034229 999 999 54406.143472 0.349778 999 999 999 999 999 999 999
 sn2007bd 999 0.031018 999 16.559514 0.001305 -1.381121 0.064417 -0.048077 0.026731 999 999 54206.543434 0.056301 999 999 999 999 999 999 999
 SDSS18749 999 0.188000 999 21.075169 -0.002432 -1.441382 0.374344 0.065593 0.032762 999 999 54385.105864 0.432687 999 999 999 999 999 999 999
 SDSS16276 999 0.193000 999 20.739026 -0.002258 -0.018665 0.552508 -0.026411 0.031848 999 999 54057.368666 0.366502 999 999 999 999 999 999 999
 SDSS12843 999 0.166950 999 20.409716 -0.002420 -1.018787 0.299062 0.037451 0.034755 999 999 53982.098750 0.195538 999 999 999 999 999 999 999
 sn2003iv 999 0.034307 999 16.948609 0.001394 -2.037689 0.186656 -0.088687 0.026359 999 999 52934.292595 0.272602 999 999 999 999 999 999 999
 03D1ax 999 0.496000 999 22.963703 -0.001750 -0.730655 0.101899 -0.099636 0.030173 999 999 52915.921795 0.112124 999 999 999 999 999 999 999
 05D3cf 999 0.419000 999 22.940331 0.000871 -0.255470 0.173796 0.008293 0.027162 999 999 53418.812153 0.212770 999 999 999 999 999 999 999
 SDSS14397 999 0.371000 999 22.209887 -0.002520 -1.190867 0.605401 -0.220927 0.051108 999 999 54013.925335 0.747113 999 999 999 999 999 999 999
 SDSS15132 999 0.154300 999 19.759190 -0.002541 1.068465 0.146942 -0.133183 0.021897 999 999 54026.526524 0.138604 999 999 999 999 999 999 999
 04D4fx 999 0.629000 999 23.511659 -0.002349 0.953219 0.193118 -0.032943 0.050194 999 999 53242.511831 0.219567 999 999 999 999 999 999 999
 SDSS15201 999 0.208500 999 21.798777 -0.002625 -1.260622 0.459196 0.094149 0.040305 999 999 54028.296243 0.394377 999 999 999 999 999 999 999
 05D2ie 999 0.348000 999 22.227952 0.002507 -0.091061 0.139121 -0.075088 0.026012 999 999 53480.960397 0.129554 999 999 999 999 999 999 999
 sn2001bt 999 0.014640 999 15.266468 -0.001047 -0.865547 0.069405 0.163055 0.026531 999 999 52063.996592 0.071968 999 999 999 999 999 999 999
 sn2006ej 999 0.020267 999 15.723415 0.000262 -0.968576 0.082403 -0.027905 0.028140 999 999 53975.362465 0.346456 999 999 999 999 999 999 999
 sn2005al 999 0.012400 999 14.859302 -0.000178 -1.166532 0.028571 -0.087478 0.018978 999 999 53430.521560 0.081824 999 999 999 999 999 999 999
 SDSS17884 999 0.239000 999 20.858229 -0.002069 0.664051 0.280624 -0.124039 0.036747 999 999 54369.033539 0.271049 999 999 999 999 999 999 999
 06D4ce 999 0.850000 999 24.167646 -0.002366 1.733935 0.566998 -0.114783 0.060344 999 999 53926.816736 0.630373 999 999 999 999 999 999 999
 SDSS16352 999 0.248000 999 20.844781 -0.002664 0.273847 0.853321 -0.141753 0.039509 999 999 54059.082020 0.673217 999 999 999 999 999 999 999
 SDSS16350 999 0.236100 999 21.126529 -0.002426 -1.436648 0.576320 -0.091645 0.043962 999 999 54054.135042 0.440041 999 999 999 999 999 999 999
 SDSS18768 999 0.198000 999 20.996942 -0.002339 -0.446414 0.294318 -0.030248 0.037404 999 999 54378.986469 0.391022 999 999 999 999 999 999 999
 SDSS16072 999 0.277000 999 21.532746 -0.002569 0.275552 0.626471 -0.016270 0.053692 999 999 54046.850208 0.489985 999 999 999 999 999 999 999
 SDSS6406 999 0.124490 999 19.606344 -0.001410 0.118657 0.130108 -0.003538 0.021628 999 999 53674.772063 0.104774 999 999 999 999 999 999 999
 SDSS12856 999 0.171670 999 20.132643 -0.002578 0.860734 0.200509 -0.089639 0.023239 999 999 53996.914239 0.239300 999 999 999 999 999 999 999
 SDSS5844 999 0.310800 999 21.575567 -0.002503 0.392685 0.510554 -0.142153 0.041930 999 999 53663.635670 0.528535 999 999 999 999 999 999 999
