#name mBc dmBc mB dmB x0 dx0 x1 dx1 c dc tmax dtmax z
SDSS16099 20.704275 0.113084 20.7053886622 0.031261509722 9.40788822884e-05 2.73300293081e-06 2.03052472248 0.369442693104 0.0232920319129 0.0261031069871 54054.4391051 0.307147919568 0.19695
SDSS16100 21.065011 0.117691 21.0659862539 0.0451883360021 6.74662344925e-05 2.84007343729e-06 -0.393434066815 0.350479353985 0.051509812628 0.0375065208524 54048.0431118 0.255317645751 0.195
SDSS16106 21.02095 0.120462 21.0229972142 0.0513754697658 7.02504392558e-05 3.32178539078e-06 -0.628985830956 0.364023019137 -0.150135741592 0.047564349426 54045.4247348 0.303232211318 0.2512
SDSS16116 19.970319 0.112448 19.9717362419 0.0293323799646 0.000185018173144 5.00405445513e-06 0.508881383843 0.286742270659 -0.0976113284767 0.0247923960712 54053.2818138 0.232875155092 0.15
SDSS16165 20.146078 0.112725 20.1468239654 0.030344590127 0.000157436193562 4.42417326197e-06 0.34419911075 0.222937537145 -0.032000120478 0.0247983120065 54052.8962544 0.1920935464 0.157
SDSS16185 19.773444 0.112716 19.7746994438 0.0297458036978 0.000221548976825 6.14666441419e-06 -2.30959870397 0.224051340249 0.0699333792858 0.0254454295657 54053.8910923 0.146951123268 0.097
SDSS16206 20.403921 0.113842 20.405244575 0.0342836863849 0.000124065681492 3.94853007505e-06 -2.56542974565 0.550750911209 -0.00862191280557 0.0313428778011 54056.9904538 0.248282275352 0.152
SDSS16211 22.130926 0.137464 22.1334792072 0.083250253876 2.52528364669e-05 1.95041221912e-06 -1.96401588158 0.625844512954 0.00444512100686 0.0704221004449 54041.487206 0.575671684062 0.31094
SDSS16213 21.127943 0.115731 21.1299137923 0.0390354011232 6.36712634136e-05 2.29302065783e-06 0.279927313356 0.4298487914 -0.0968484365319 0.0383604730552 54053.5806764 0.414495930669 0.25
SDSS16232 22.13649 0.137024 22.1385870672 0.0818450141105 2.51459599034e-05 1.90173899291e-06 -0.145799126509 0.829010367188 -0.11139777826 0.068461886901 54045.0286812 0.842625792859 0.367
SDSS16259 20.03987 0.113079 20.0413159162 0.0315565627623 0.000173298357471 5.10575596392e-06 -1.54000346841 0.224010327637 0.0750199995476 0.0276515891556 54052.3091481 0.199371497067 0.11908
SDSS16276 20.740998 0.114367 20.7422522732 0.0356725897061 9.09742934298e-05 3.00710166329e-06 -0.0186461309737 0.551403153929 -0.026411356425 0.031850030546 54057.368692 0.366499508222 0.193
SDSS16281 20.47384 0.114391 20.475431929 0.0358488138586 0.000116339195112 3.85359013498e-06 -0.873265936207 0.510226676462 -0.0731697215407 0.0323124199211 54055.4029262 0.345402908573 0.184
SDSS16350 21.130073 0.116813 21.1318599477 0.0423467645468 6.35570367768e-05 2.48506552618e-06 -1.34552674993 0.544367257964 -0.0900719722452 0.0437952137397 54054.1281242 0.441840636624 0.2361
SDSS16352 20.845774 0.115433 20.8479039444 0.0381793685134 8.25469752482e-05 2.89825134359e-06 0.273411460865 0.849504390861 -0.141815373506 0.0395119303041 54059.0824267 0.673455740205 0.248
SDSS16402 20.859757 0.116661 20.8621551872 0.0409859033995 8.1447865389e-05 3.06414581235e-06 -0.872064413342 0.779949461715 -0.186671458433 0.0424477613187 54059.4920136 0.554159459287 0.29
SDSS16473 20.739132 0.115465 20.7407829234 0.038837656526 9.11041964654e-05 3.25522857821e-06 -1.07332546087 0.867789270815 -0.148415819595 0.0413636887025 54062.360432 0.840317588045 0.211
SDSS16618 20.466522 0.114573 20.4677407251 0.0363239199404 0.000117169484234 3.92647626286e-06 -0.792726803632 0.603726297127 -0.0970900280959 0.0324714307134 54067.262264 0.701596380248 0.1932
SDSS16619 19.173326 0.11346 19.1742305592 0.0328524422516 0.00038566923853 1.1690603181e-05 -0.191924647085 0.593400098642 -0.0858500115247 0.0271947889263 54069.581329 0.683114276533 0.1151
SDSS16641 19.719269 0.113093 19.7202324888 0.0315574808394 0.000233056868289 6.83908413189e-06 1.05334747716 0.621248010893 0.0397335053043 0.0297964018909 54069.1978594 0.62826215072 0.115
SDSS16737 20.519882 0.124264 20.5211049476 0.0602332337504 0.000111547107344 6.20738605601e-06 -0.443610344845 0.714551336811 -0.0757265593989 0.0459446228325 54068.7572012 0.946165304671 0.2
SDSS16793 20.764062 0.138465 20.7658217781 0.0856563403586 8.90322143015e-05 7.05419465676e-06 0.52483834384 1.37982942294 -0.051256800523 0.0508446958465 54070.7627488 1.932448751 0.222
SDSS17168 20.59859 0.115147 20.6001455097 0.0381906115943 0.000103703605797 3.66564529366e-06 0.503374218549 0.302924073461 -0.0396764955118 0.0324454014666 54356.9479038 0.286887189461 0.184
SDSS17171 19.93795 0.145393 19.9392262098 0.0967052676538 0.000190622781672 1.70290820876e-05 -0.384726828426 0.342959748523 -0.141622392343 0.041138458991 54340.6615337 1.43206672632 0.16027
SDSS17186 19.240437 0.113854 19.2414609536 0.0329975053328 0.000361807467654 1.11448295309e-05 0.642723208543 0.148901983803 0.111358618898 0.0243116860171 54353.8108937 0.186790383857 0.07944
SDSS17208 19.983006 0.119461 19.9843550202 0.0498736798205 0.000182876262055 8.42930172684e-06 0.836868708508 0.362614936441 -0.0680994694204 0.0293016143872 54342.0303567 1.03435645204 0.14
SDSS17215 20.579248 0.117616 20.5792149139 0.0451069706746 0.000105678191636 4.42713663981e-06 0.282891963467 0.417374318091 0.0154327726378 0.0370240473382 54350.994124 0.721576680891 0.18136
SDSS17218 20.428083 0.114576 20.4296177977 0.0364803204815 0.000121356091457 4.08689114252e-06 -0.760469362411 0.402479040178 -0.0848839536623 0.031245677914 54349.4977441 0.543868383407 0.179
SDSS17220 20.55707 0.115012 20.5584133042 0.0378835801376 0.000107485209106 3.8147832589e-06 1.82032222484 0.283742865289 0.150277921823 0.0314154344005 54356.9228233 0.287720190547 0.172
SDSS17223 20.863174 0.118911 20.8646210623 0.0478422405518 8.1292818705e-05 3.59555283165e-06 1.0134941394 0.666081536204 -0.0702707352399 0.0427643360325 54347.0040999 1.62302146793 0.235
SDSS17240 18.172291 0.157968 18.173975772 0.11421008693 0.000968961137171 0.000102361453669 -1.46691860718 0.368053117423 -0.121432688992 0.0578736005877 54337.3256993 1.13724041971 0.07275
SDSS17253 19.970376 0.1715 19.9717397702 0.13276553546 0.000185010986075 2.27384803196e-05 -0.196986895995 0.420495959206 -0.122244366672 0.0658540963691 54341.6179222 1.33531958138 0.156
SDSS17258 18.818896 0.124187 18.8196615163 0.0599053604552 0.000534258083796 2.97235626297e-05 0.316969321348 0.210490635083 0.0272788074305 0.0325566701273 54342.5800012 0.645575757546 0.091
SDSS17274 20.397033 0.1635 20.3985449468 0.122213710401 0.000124867926612 1.40995185938e-05 1.9577313445 0.536122776016 -0.136685206855 0.0771916728894 54352.8797582 2.33697459639 0.178
SDSS17280 19.653248 0.147057 19.6530237454 0.099201590753 0.000248021180815 2.26654304581e-05 -0.839375174371 0.287151336367 -0.198043550207 0.0504771165008 54343.8032876 0.929323797329 0.13098
SDSS17332 20.680621 0.115898 20.6810547113 0.0404058574194 9.61926993131e-05 3.61442369091e-06 -0.237164638573 0.267541058367 0.036489449408 0.0337554437647 54358.0773615 0.241959164483 0.18286
SDSS17340 21.318433 0.119755 21.3195731878 0.049606773721 5.34473678949e-05 2.45805034222e-06 -0.0754753277985 0.430043944247 -0.00661333419201 0.0427446948063 54356.4074575 0.392662490045 0.25709
SDSS17366 19.554935 0.112284 19.5559422399 0.0287076968313 0.0002713523016 7.18350445844e-06 0.56710248131 0.165926284992 -0.0956141736561 0.0226553750479 54351.4640168 0.251075611108 0.13929
SDSS17389 20.780026 0.115438 20.7812953663 0.0391577462461 8.76863399426e-05 3.19640343018e-06 1.13039008233 0.371504538309 0.0582766841861 0.032567866995 54352.9933337 0.396311179389 0.172
SDSS17435 20.709521 0.115124 20.7109692481 0.0377145849641 9.36521651566e-05 3.25582220657e-06 0.901730192626 0.253993190106 -0.108869323988 0.0347093664354 54359.3615792 0.296512006804 0.218
SDSS17464 21.091966 0.116206 21.0939510247 0.0404712419897 6.57499340512e-05 2.47955724832e-06 0.0814396308661 0.566751903596 0.0526869544355 0.0405246305504 54358.5844474 1.1739566998 0.247
SDSS17497 20.04551 0.111949 20.0459997268 0.0273677076837 0.000172649676519 4.39486192301e-06 0.911413624775 0.12317578185 0.0377277267634 0.0224812297807 54364.7353832 0.121127556959 0.14473
SDSS17552 21.302566 0.11712 21.3044495662 0.0429772270946 5.41947739209e-05 2.16120517704e-06 1.24287220284 0.405156537236 0.000278393473013 0.0419865683114 54357.2675846 0.494621259488 0.25
SDSS17605 20.060753 0.119235 20.0616031307 0.0493294055535 0.00017022929598 7.80539881227e-06 0.71563106486 0.440707708005 0.0148941871972 0.037671099635 54352.5928619 0.919737833636 0.14643
SDSS17629 20.059419 0.113673 20.0601237955 0.0337312136328 0.000170362879043 5.35287529644e-06 -0.347674658396 0.145354588902 0.0603051875543 0.0266474500154 54370.3996132 0.111941360115 0.1369
SDSS17745 17.862299 0.114585 17.8643215897 0.0333696992976 0.00128868652199 3.97685896309e-05 1.07137858956 0.12092172558 -0.0500844619657 0.0255170907063 54372.4338098 0.134499620508 0.06
SDSS17784 17.320514 0.115396 17.3216308565 0.0276452275425 0.00212211587937 5.46075846681e-05 -0.728271806069 0.0774282292626 0.0603253109172 0.0222641694492 54367.0369343 0.0747441089807 0.03707
SDSS17791 21.739047 0.136665 21.7413280835 0.0822500446167 3.62412612337e-05 2.74884074864e-06 0.247627229885 0.692366768169 -0.186997715838 0.060527872449 54366.7134256 0.553462582473 0.279
SDSS17801 21.18231 0.131465 21.1836625223 0.0739166951495 6.05793177742e-05 4.15618548496e-06 -0.677572645289 0.47973363489 -0.0171426251698 0.0541679257061 54365.7224548 0.329792811841 0.2064
SDSS17809 21.478247 0.122739 21.4805087234 0.0561068167503 4.60687979439e-05 2.40013406054e-06 1.52279963232 0.426694959772 0.030002928008 0.0411386750233 54370.5748681 0.318607386678 0.282
SDSS17811 20.49004 0.114249 20.4914974674 0.0352067673105 0.000114632807864 3.72246228042e-06 1.03154644846 0.297418837618 -0.0975330009269 0.0267664724233 54355.2884273 0.27304380629 0.2
SDSS17825 20.410888 0.113136 20.4115866523 0.0318160202541 0.000123330962167 3.64213702328e-06 -0.14909730451 0.15792814929 0.00616436251713 0.0266627538285 54367.0177006 0.156530170687 0.161
SDSS17875 21.022641 0.116152 21.024031101 0.0408225664689 7.01809257282e-05 2.65299276702e-06 1.12031624859 0.320100559954 -0.0306714771418 0.038450437085 54362.4555805 0.402219966796 0.212
SDSS17880 18.984126 0.112772 18.9847914628 0.028463372143 0.000457557513374 1.22373585092e-05 -0.923586918458 0.108897859494 0.181137126136 0.0259802657675 54363.2707669 0.157028030968 0.07267
SDSS17884 20.859375 0.116252 20.8608331903 0.0407263546973 8.15749761972e-05 3.06071549369e-06 0.664166476432 0.280440488647 -0.124116977311 0.0367402318245 54369.0329767 0.270993018617 0.239
SDSS1794 20.083504 0.113002 20.0845647552 0.0313997312754 0.000166639224609 4.8647590472e-06 1.15366761039 0.317398962846 0.0308080512419 0.0257358782717 53624.7201303 0.55273719364 0.1426
SDSS18030 20.385861 0.118308 20.3871880122 0.047020291105 0.00012618199122 5.48969863279e-06 -0.605778220627 0.244876753707 -0.052007848338 0.0335173525667 54373.102721 0.20142246423 0.15641
SDSS18091 21.893176 0.138604 21.8950822054 0.0844043835636 3.1453857329e-05 2.44875301691e-06 -0.647917752218 0.649742295228 -0.195436307546 0.0631418987191 54372.1772079 0.582744611758 0.3715
SDSS18241 19.176568 0.11374 19.1776662277 0.0333536386387 0.000384452837403 1.18361162807e-05 -1.12337449932 0.129979923315 -0.0854825958138 0.0253151487022 54372.9502124 0.157065508025 0.095
SDSS18298 20.541778 0.127194 20.542869754 0.0662409462134 0.000108706837325 6.79606655322e-06 -2.7242521068 0.288070970323 0.255112617033 0.0479588407757 54374.3256399 0.2121928706 0.11982
SDSS18323 20.240999 0.115274 20.2423619471 0.0387661856686 0.000144183119839 5.17158614559e-06 0.159760192664 0.219867819843 -0.0434113347525 0.0283127928548 54375.4789574 0.162004336144 0.155
SDSS18325 21.278008 0.120869 21.2800286756 0.0522732176439 5.5445933604e-05 2.68107951659e-06 0.392895440127 0.368987077566 -0.0553057379509 0.044016779392 54378.6490835 0.426813816175 0.255
SDSS18375 19.337775 0.111743 19.3390599914 0.0261779695546 0.000330954812832 8.07404202875e-06 0.163567673481 0.125517041104 0.0661985353159 0.0208742155863 54383.8967138 0.219496814352 0.1085
SDSS18415 19.866162 0.113841 19.8675332344 0.0342748332912 0.000203654604905 6.44365865938e-06 -1.62361025353 0.175056868686 -0.0866754896092 0.0281406481982 54381.4287551 0.243849325787 0.13097
SDSS18463 21.322503 0.120817 21.3244517736 0.0519730618527 5.32209047289e-05 2.5600490391e-06 0.941315580538 0.405739434784 -0.0436867096127 0.0459628720378 54376.5163345 0.430768323746 0.268
SDSS18466 21.093299 0.115112 21.0937860563 0.0377404158086 6.57770221855e-05 2.3094938823e-06 -0.176160089302 0.240624488122 0.0314199542459 0.0333718647399 54381.4109778 0.342213305237 0.213
SDSS18485 21.278193 0.117336 21.2792389611 0.0430612502775 5.5490208372e-05 2.20574858494e-06 1.31567011715 0.410743116001 -0.0881488734034 0.0392309965094 54388.9376287 0.453898780863 0.279
SDSS18486 20.753569 0.114389 20.7540719815 0.0349154135136 9.00070125162e-05 2.89630626596e-06 1.11289930468 0.263746339969 -0.108783112577 0.0340447001078 54390.1032968 0.283616140656 0.246
SDSS18602 20.091364 0.113865 20.0927619203 0.0343687757524 0.000165317309749 5.2963203244e-06 0.915934813001 0.181596340439 0.062186744511 0.0279351858987 54393.7686778 0.132756572864 0.135
SDSS18604 20.912797 0.113509 20.9143458273 0.0329878372296 7.76460871479e-05 2.37056315378e-06 -2.07927482062 0.215555059055 -0.0464178029956 0.0295008572999 54387.3743575 0.208012967942 0.178
SDSS18612 19.674591 0.111953 19.6758282844 0.0271865384599 0.000242711877527 6.14753933101e-06 -0.73470305929 0.132844004402 0.0601653303944 0.0221865293105 54383.7046833 0.173414586363 0.11493
SDSS18617 22.0083 0.12816 22.0108738696 0.066626647292 2.82784238766e-05 1.74413540577e-06 -0.256201556993 0.881585005249 -0.0218788150285 0.0569602149762 54381.3220215 1.25951670901 0.322
SDSS18650 19.405852 0.112009 19.4071745462 0.0273994875081 0.000311164170299 7.88785493104e-06 0.885448232586 0.116190530916 -0.0433608708884 0.0219313008906 54387.8646113 0.128515673696 0.114
SDSS18697 19.224685 0.111682 19.2259609667 0.025886313229 0.000367590093658 8.82852195177e-06 0.749838362879 0.119928446255 -0.00274629292359 0.0211804844836 54384.4310422 0.193364284543 0.10726
SDSS18721 22.096499 0.148848 22.0985482914 0.100103549157 2.60890015176e-05 2.414597465e-06 0.144953143153 0.849228261399 -0.134776859987 0.0700133286824 54371.3893057 0.7370735939 0.393
SDSS18740 20.174029 0.111931 20.1751696178 0.0272501339113 0.000153305130965 3.8820449306e-06 -0.0349765680602 0.125852574313 0.0248483996436 0.0223428256439 54391.8057515 0.107531072616 0.157
SDSS18749 21.077159 0.114334 21.0785504772 0.0356248553374 6.66746467566e-05 2.21506171054e-06 -1.44124084282 0.373974531068 0.0655907222762 0.032760538158 54385.1055236 0.432717436102 0.188
SDSS18768 20.998833 0.118689 21.0002064061 0.0477020125597 7.17371562341e-05 3.16995477201e-06 -0.446421648676 0.294152085794 -0.0302510214593 0.037404600358 54378.9864819 0.391012347143 0.198
SDSS18787 21.201846 0.114568 21.2028277239 0.0363104368731 5.94897168851e-05 2.00911347374e-06 0.145971302344 0.430632653934 0.0356374779342 0.0318684284953 54387.2495234 0.448831534315 0.193
SDSS18804 20.425403 0.112617 20.4265063296 0.0295967859408 0.000121692906528 3.33174436949e-06 0.94778860204 0.197600423657 -0.0457042751702 0.0248938317567 54392.8085587 0.173570817944 0.192
SDSS18807 20.591414 0.113139 20.5916887702 0.0316933435521 0.000104496759351 3.07066582323e-06 0.470166609145 0.241505295464 -0.0122447141578 0.0269796818338 54390.2710402 0.236403509054 0.177
SDSS18809 19.747603 0.112485 19.7475750332 0.0294519977134 0.000227443212316 6.18580525132e-06 -1.1728560405 0.179369364293 -0.0769404522956 0.0240790364871 54383.1538666 0.267880584095 0.129
SDSS18835 19.509318 0.11183 19.5091912956 0.0267970237671 0.000283208703602 7.03572777789e-06 0.757720913376 0.109313310934 -0.0132860022743 0.0219006487962 54392.3872091 0.117048565397 0.12319
SDSS18855 19.700776 0.111895 19.7008477451 0.027103804038 0.000237402192519 5.9599593817e-06 0.24794073002 0.143765388585 -0.0278830331198 0.0221322646859 54385.9748639 0.208045543837 0.12783
SDSS18927 21.240608 0.117876 21.2411566178 0.0454683460002 5.7354931994e-05 2.43847152191e-06 -0.590113485218 0.377160522761 0.113054917459 0.040001102596 54386.8177755 0.404823389505 0.214
SDSS18940 20.966724 0.114762 20.9684170383 0.0365661384001 7.38755174607e-05 2.50011624957e-06 -0.943963028057 0.21380073655 -0.0487455332453 0.0340425617187 54396.7253607 0.19094813196 0.22
SDSS18945 21.597167 0.118128 21.5992808236 0.0453391018681 4.13196992222e-05 1.73290906058e-06 0.138984110051 0.489272814242 -0.0483312764514 0.042095920822 54390.3867393 0.436037296568 0.27
SDSS18965 20.719102 0.115117 20.7206136682 0.0378568700685 9.28239096015e-05 3.23902585984e-06 -0.639716935435 0.226971035486 -0.111894538784 0.0350225465948 54395.3423787 0.187652848806 0.206
SDSS19002 21.206503 0.116111 21.2076841852 0.0398172161375 5.92701817926e-05 2.17730427346e-06 0.323447493711 0.313376429341 -0.0973816469741 0.0373112483782 54393.1312392 0.285150167045 0.268
SDSS19008 21.084988 0.11934 21.0867454941 0.0490905267001 6.61562419123e-05 3.03004290195e-06 1.07944881453 0.390063006211 0.0852938978449 0.0400215268494 54392.6487858 0.348654989553 0.219
SDSS19023 20.841931 0.114848 20.8433665019 0.0364541393336 8.28989099588e-05 2.78352197849e-06 1.30228821314 0.271810300949 -0.118979594951 0.0356212393536 54389.8357458 0.278608777437 0.243
SDSS19027 21.355269 0.120303 21.3576016705 0.0503435781508 5.16084567918e-05 2.40829923819e-06 0.469262019744 0.540037230629 -0.00688115443699 0.0454376196864 54386.5521334 0.626797624667 0.295
SDSS19067 21.770897 0.125157 21.7732226135 0.0601081179773 3.52051594548e-05 1.95637201211e-06 0.552070494895 0.768176571154 -0.0657509736102 0.0552757607273 54386.8596058 0.850346628118 0.355
SDSS19101 20.773682 0.11449 20.7751417759 0.0361315427931 8.81975020876e-05 2.96533636369e-06 -0.170076947532 0.214237376877 0.0454817116053 0.0297967890162 54395.1979858 0.173785034654 0.187
SDSS19128 21.594277 0.119195 21.5966966184 0.047775414162 4.14204971112e-05 1.82905752872e-06 1.35245191227 0.599830682496 -0.0648585904943 0.0438174465437 54387.0474186 0.639085904728 0.287
SDSS19149 20.367563 0.11376 20.3685084168 0.0336344363223 0.000128320294672 4.00884949218e-06 1.17964378612 0.199894118911 0.0105821800096 0.0280835143804 54398.8272898 0.165156257961 0.196
SDSS19155 18.228158 0.112389 18.2292422089 0.0273024519033 0.000920897606776 2.31700689444e-05 1.20447120937 0.103122495738 -0.103884795169 0.0215935800809 54399.6826894 0.0686433268202 0.07688
SDSS19174 20.518238 0.114386 20.5191699101 0.0359882160258 0.000111629028617 3.74239669311e-06 -0.753250315264 0.213083364845 0.0565743356718 0.0312402069993 54394.8847309 0.189916729469 0.1647
SDSS19207 21.465617 0.121726 21.4677476368 0.0541781144057 4.6623479061e-05 2.34538265408e-06 0.432319285498 0.549482381445 0.0078586047561 0.0504750987546 54382.8728103 0.760229744457 0.2587
SDSS19230 21.280787 0.119543 21.2825930997 0.0495595221874 5.52396533233e-05 2.55467366149e-06 -1.62106970622 0.436163416154 0.079535505334 0.0458228965518 54390.4105525 0.427566757098 0.221
SDSS19282 20.292843 0.113152 20.2943517959 0.0317475857089 0.000137439939283 4.03744153627e-06 1.22464636823 0.237109528168 -0.0385863859321 0.0248910751294 54397.4343026 0.16282173256 0.177
SDSS19341 21.43872 0.118938 21.4403626391 0.0479999874854 4.77999117911e-05 2.13285230741e-06 -1.54952971661 0.36902059504 0.0333116022012 0.0433634731777 54393.2035306 0.31506065264 0.228
SDSS19353 20.209017 0.113617 20.2093259986 0.0335205135497 0.000148539746626 4.63111903541e-06 0.894087803512 0.205981910901 0.0363757500337 0.0266133253446 54398.6275351 0.134485709241 0.15403
SDSS19425 21.64322 0.128931 21.6447861188 0.0692725705332 3.95325938985e-05 2.56498913657e-06 -1.60431037439 0.465290489123 0.130619695812 0.0560573165042 54392.869287 0.421973388617 0.2116
SDSS19543 19.946008 0.112462 19.9474132966 0.0293115214667 0.000189163095205 5.13878576465e-06 -0.835084058434 0.136684892735 -0.0218907948843 0.0239094336807 54401.006018 0.119815999529 0.123
SDSS19596 21.541949 0.12122 21.5428459149 0.0525311338434 4.35236705788e-05 2.11546545955e-06 0.639977776649 0.498773004102 -0.0443299936451 0.0459162569226 54396.5210424 0.430263393915 0.292
SDSS19604 22.400726 0.140875 22.4030951926 0.0889148798349 1.96441936744e-05 1.63330714906e-06 1.17309312324 0.944334974005 0.172961921491 0.0714320238594 54396.2585536 0.784652193448 0.296
SDSS19616 20.24377 0.113442 20.2443506414 0.0328581100463 0.000143902959457 4.38222554717e-06 0.151959895841 0.190743545137 -0.0233690372877 0.026681889989 54403.5333246 0.138544939113 0.16549
SDSS19632 21.831913 0.126631 21.8334172539 0.0638260428455 3.33039321833e-05 1.96757840367e-06 0.153977190084 0.525367194484 -0.0445360426219 0.052496531587 54396.7135869 0.448487412701 0.308
SDSS19658 20.711318 0.116081 20.712847328 0.0407622367221 9.34903992741e-05 3.51904927626e-06 -0.00740495765849 0.254100629026 -0.0844763462486 0.0353019605453 54401.8122568 0.18355844438 0.2
SDSS19702 21.593672 0.121714 21.5946717818 0.0540018598207 4.14983312224e-05 2.07150167624e-06 -1.09585799548 0.456153925362 -0.0729101320372 0.049063365658 54397.2262201 0.392023132612 0.269
SDSS19757 21.991848 0.134806 21.993819885 0.0775516027357 2.8732988022e-05 2.05914858326e-06 0.174516219745 0.891195747189 -0.104570181059 0.061379947451 54400.4637629 0.829436313765 0.403
SDSS19775 20.268803 0.113428 20.2698886555 0.0328982179965 0.000140358146788 4.31544195079e-06 -0.228704000485 0.199062233258 0.0936986775039 0.028260506961 54404.42565 0.182810538332 0.1379
SDSS19794 22.241585 0.134209 22.2440242043 0.0779130952112 2.27976626013e-05 1.65126805587e-06 -2.42728823169 0.683233323137 0.0455275444454 0.0706102264963 54396.1296579 0.593736265397 0.29698
SDSS19818 21.507747 0.124168 21.5093685639 0.0590097941251 4.48757064698e-05 2.45573107264e-06 1.18129108472 0.550491158765 -0.00510835201119 0.0457215653172 54402.1474303 0.404969041607 0.293
SDSS19899 18.477718 0.111899 18.4793396801 0.0262197982337 0.000731338415017 1.7622191486e-05 0.28447799035 0.193638904275 -0.146258367281 0.0210649207682 54418.7596934 0.16266867271 0.0914
SDSS19913 20.820147 0.114899 20.8218263843 0.0371772296056 8.45584041606e-05 2.90748025416e-06 0.0826919368094 0.339193822348 -0.0590728746418 0.0342300745189 54406.1432381 0.349768763692 0.207
SDSS19940 19.800673 0.112189 19.8016744644 0.0283315725619 0.00021631445616 5.6877068023e-06 1.04449509946 0.206385217309 -0.00464789745182 0.0245680185096 54407.7794203 0.176587776044 0.147
SDSS19953 19.195923 0.111671 19.1972912197 0.0260658390179 0.000377548488385 9.05523575486e-06 0.743345563536 0.185080126034 -0.126086240298 0.0215087783775 54415.1442072 0.159411768356 0.119
SDSS19968 18.010876 0.112893 18.0125324397 0.0261125322098 0.00112413551268 2.71824837633e-05 -1.88911669181 0.175787973162 -0.0351205360833 0.0234288826159 54412.6773226 0.102792479323 0.05603
SDSS19969 20.50996 0.113041 20.5107610436 0.0313619760972 0.000112553236077 3.28036944683e-06 0.0467856582771 0.248222345662 0.0167878089785 0.0265782468668 54409.0503889 0.235155099501 0.17524
SDSS19990 21.379199 0.119541 21.3804825689 0.0492427701123 5.05491975715e-05 2.29944808118e-06 -1.31371540218 0.332899736433 -0.0863727719596 0.0455238052196 54403.3298876 0.29815902036 0.246
SDSS19992 21.145906 0.122907 21.1477985535 0.0571519051152 6.26307574394e-05 3.30811018321e-06 0.273494537725 0.52556503157 -0.0809331896799 0.045810562758 54404.5943207 0.455565681037 0.226
SDSS20039 21.379054 0.118174 21.3809864767 0.0458160337773 5.04704521458e-05 2.1565942826e-06 0.725208349438 0.490817008079 0.0606817475128 0.0438052502501 54408.0827013 0.509834928605 0.247
SDSS20040 21.246461 0.118366 21.2487373057 0.0457025216902 5.70700084243e-05 2.40551004093e-06 0.704019414807 0.624505949334 -0.110344502946 0.0438522531376 54410.7858955 0.500055942426 0.285
SDSS20048 20.90687 0.117002 20.9084347546 0.0434824385532 7.80300624551e-05 3.15277629241e-06 -0.682083405222 0.491864156019 0.021693050853 0.0386401509625 54410.1649992 0.357632610816 0.182
SDSS20064 19.26048 0.112416 19.26195071 0.0288361377008 0.000355374055204 9.54885299905e-06 0.849268845074 0.180934809359 0.0556391139114 0.0238006445459 54413.1397722 0.119874269687 0.10524
SDSS20084 20.554137 0.113865 20.5555666771 0.0343551368126 0.000107752008408 3.4762368024e-06 0.129042377355 0.276747587761 0.154984308866 0.0296497503172 54407.1528996 0.252099467642 0.131
SDSS20088 20.934675 0.113403 20.9365238585 0.0315738323429 7.60688622616e-05 2.20515791157e-06 -0.240939814929 0.20848540236 -0.162185831906 0.0316147932439 54407.8458418 0.225044970881 0.2449
SDSS20106 22.047888 0.135299 22.0504778039 0.0793650333398 2.72715945902e-05 2.00003371881e-06 -0.983241609312 0.719072957054 -0.113774522614 0.06718904514 54404.136568 0.796624310489 0.333
SDSS20111 21.41238 0.118064 21.4144727792 0.0455614077338 4.89673473423e-05 2.07166322465e-06 -0.0295820064677 0.581619675906 0.00903525048762 0.0442357333308 54410.0554194 0.489711954961 0.245
SDSS20142 21.289082 0.118861 21.2911605411 0.0463948879733 5.48839939876e-05 2.35054622607e-06 0.849073931618 0.676795531359 -0.0916867392278 0.0403686873281 54412.6434342 0.485189460534 0.316
SDSS20144 20.772595 0.11463 20.7742168323 0.0361496214266 8.83536999611e-05 2.94626888176e-06 0.204476451965 0.593762387072 -0.096868014269 0.0333350127804 54415.9589788 0.54194603517 0.22
SDSS2017 21.301262 0.122802 21.3033599473 0.0565172756935 5.4270295211e-05 2.83113496479e-06 1.39215735608 0.544855155665 -0.105854897479 0.0481952453943 53635.992671 0.558427231437 0.2616
SDSS20227 21.510915 0.11747 21.5133209867 0.0433491076038 4.47220682864e-05 1.78479949866e-06 -1.29133999357 0.514908265405 -0.149792790055 0.0462413565803 54408.4847282 0.533644583735 0.284
SDSS20245 21.668758 0.125866 21.671260856 0.0623870686195 3.86374186741e-05 2.24243290929e-06 -0.60247605167 0.897102764568 0.045498531556 0.0545931324469 54411.8875125 0.588258486106 0.302
SDSS2031 19.681123 0.112035 19.6820519734 0.0276952053614 0.000241580868468 6.15655922463e-06 0.506889329433 0.140310914245 -0.12952742004 0.0227971981452 53636.9185718 0.139273294153 0.153
SDSS20345 21.267444 0.11624 21.2695115249 0.0402565119634 5.59886279961e-05 2.07844746797e-06 -1.68534849524 0.524113639978 -0.11052027193 0.0433115017047 54418.2086902 0.538248847504 0.265
SDSS20364 21.110632 0.11761 21.1119179749 0.044766312622 6.46860754408e-05 2.69424327665e-06 0.569210438966 0.818147122268 0.0347510191755 0.0413573577742 54419.9808235 0.85940619434 0.215
